sat,fel,SNU,avg_d_mbps,edad,remoto,ingresos,estudios,capital
2,8,0,13.619141,40,0,1,1,0
1,5,0,13.619141,69,1,1,1,0
4,11,1,13.619141,18,0,1,7,0
4,11,0,13.619141,24,0,1,6,0
4,10,1,13.619141,40,1,1,13,0
2,5,1,13.619141,38,0,1,12,0
4,10,1,6.3144531,18,0,1,7,1
4,7,1,6.3144531,47,0,2,7,1
4,8,1,6.3144531,60,0,1,7,1
4,11,0,6.3144531,40,0,6,1,1
4,11,1,6.3144531,67,0,1,15,1
4,10,1,6.3144531,20,0,5,7,1
4,9,1,6.3144531,27,0,1,13,1
4,10,1,6.3144531,20,0,1,14,1
4,7,0,6.3144531,71,0,2,1,1
4,11,1,3.7861328,19,0,1,11,0
4,11,1,3.7861328,38,0,1,12,0
4,13,1,3.7861328,22,0,1,11,0
4,11,1,3.7861328,40,0,1,7,0
4,7,0,3.7861328,62,0,1,1,0
2,6,1,3.7861328,32,0,1,15,0
4,9,0,3.7861328,50,0,1,1,0
4,12,1,3.7861328,18,0,1,7,0
4,11,1,3.7861328,47,0,1,5,0
4,13,0,15.942383,43,0,1,1,0
4,11,1,15.942383,37,0,1,7,0
4,10,0,15.942383,37,0,1,6,0
4,10,1,15.942383,25,0,1,12,0
2,7,1,15.942383,30,0,1,7,0
4,6,0,9.3222656,55,1,1,1,1
4,13,1,9.3222656,30,0,1,7,1
4,8,0,9.3222656,52,0,1,7,1
4,9,1,9.3222656,24,0,4,14,1
3,9,0,12.164063,56,0,1,7,1
4,10,1,12.164063,36,1,1,13,1
3,10,1,12.164063,52,0,2,5,1
4,12,1,12.164063,30,0,3,13,1
4,10,1,12.164063,22,0,3,14,1
4,12,1,12.164063,39,0,9,1,1
3,8,0,4.4726563,59,0,1,1,0
3,10,1,4.4726563,20,1,7,13,0
2,10,1,4.4726563,21,0,1,9,0
4,10,0,4.4726563,25,0,10,5,0
3,10,0,4.4726563,59,0,1,5,0
3,17,0,8.9638672,65,0,2,4,1
4,11,1,8.9638672,25,0,1,7,1
4,12,1,8.9638672,53,1,8,14,1
4,13,1,8.9638672,30,0,3,4,1
4,15,0,8.9638672,43,0,1,1,1
4,11,0,8.9638672,57,0,1,4,1
4,14,1,8.9638672,21,0,1,7,1
2,11,0,1.6660156,33,0,1,13,0
4,14,1,1.6660156,18,0,2,12,0
3,11,0,1.6660156,45,0,1,1,0
3,8,1,1.6660156,23,0,1,4,0
4,16,1,1.6660156,39,0,3,10,0
4,12,1,1.6660156,31,0,1,2,0
4,9,0,1.6660156,44,0,1,3,0
4,11,1,1.6660156,21,0,3,14,0
3,10,0,8.3808594,42,0,2,6,0
2,8,1,8.3808594,60,0,1,1,0
4,11,1,8.3808594,20,0,7,15,0
4,12,1,8.3808594,29,0,2,15,0
2,8,1,8.3808594,29,0,3,1,0
4,8,0,8.3808594,73,0,1,1,0
2,8,1,8.3808594,62,0,1,11,0
4,11,1,8.3808594,33,1,1,15,0
3,8,1,17.433594,27,0,4,12,1
2,8,1,17.433594,31,1,4,12,1
2,9,1,17.433594,37,0,1,1,1
3,11,0,17.433594,45,0,1,13,1
2,10,1,17.433594,25,0,1,10,1
2,10,0,17.433594,41,1,1,4,1
2,13,1,17.433594,18,0,1,7,1
3,11,1,2.7724609,58,0,1,2,0
4,11,1,2.7724609,29,0,2,13,0
4,13,1,2.7724609,28,0,1,13,0
4,12,1,2.7724609,26,1,1,13,0
4,12,1,2.7724609,30,0,1,13,0
4,12,1,2.7724609,23,1,1,14,0
3,14,1,2.7724609,22,0,1,13,0
2,9,1,2.7724609,34,0,1,7,0
4,9,1,2.1484375,57,0,3,7,1
3,8,1,2.1484375,42,1,1,14,1
2,5,0,2.1484375,49,0,1,1,1
4,9,1,2.1484375,39,0,1,7,1
4,8,0,2.1484375,35,1,1,7,1
4,14,1,2.1484375,24,1,1,13,1
3,8,1,2.1484375,32,1,3,13,1
3,10,1,2.1484375,25,1,1,7,1
3,10,1,2.6386719,21,1,3,13,0
4,12,1,2.6386719,25,1,1,12,0
3,11,0,2.6386719,85,0,1,1,0
3,10,1,2.6386719,35,0,2,14,0
3,13,1,2.6386719,36,1,3,13,0
3,9,1,2.6386719,24,1,1,13,0
2,10,1,2.6386719,38,0,1,5,0
3,10,1,2.6386719,25,0,1,10,0
4,12,1,2.6386719,22,1,1,4,0
4,10,1,9.2861328,25,0,2,7,1
4,11,0,9.2861328,25,0,2,1,1
4,7,1,9.2861328,22,1,3,7,1
4,13,1,9.2861328,76,0,1,4,1
4,15,1,9.2861328,28,0,1,5,1
2,7,1,9.2861328,25,0,1,1,1
3,6,1,9.2861328,58,1,4,13,1
4,12,1,9.2861328,27,1,4,11,1
4,10,1,9.2861328,36,1,3,15,1
3,8,1,9.2861328,55,1,2,13,1
4,12,1,.75488281,34,0,1,3,0
3,11,0,.75488281,29,1,1,3,0
4,6,0,.75488281,60,0,1,1,0
4,14,1,.75488281,24,1,3,13,0
2,9,1,.75488281,24,0,1,14,0
4,9,1,.75488281,28,0,4,13,0
4,12,1,.75488281,23,0,1,10,0
3,13,1,3.890625,18,1,2,1,0
3,12,0,3.890625,68,1,4,13,0
2,10,0,3.890625,59,1,2,1,0
4,11,1,3.890625,40,0,1,7,0
4,10,1,3.890625,22,0,2,5,0
3,11,1,3.890625,19,0,7,13,0
4,9,0,3.890625,49,0,2,13,0
4,12,1,13.999023,48,0,8,13,0
3,12,1,13.999023,27,0,1,12,0
3,8,0,13.999023,70,0,1,1,0
4,9,1,13.999023,27,0,3,7,0
3,12,1,13.999023,40,0,5,7,0
4,14,1,13.999023,18,0,1,7,0
3,7,1,13.999023,18,0,1,7,0
3,11,1,13.999023,18,0,2,13,0
3,11,1,13.999023,30,1,3,7,0
3,11,1,9.9345703,24,1,6,14,0
4,13,1,9.9345703,30,1,1,11,0
3,10,1,9.9345703,71,0,4,13,0
4,11,1,9.9345703,31,1,10,15,0
4,11,1,9.9345703,29,1,4,14,0
4,11,1,9.9345703,55,1,4,15,0
4,13,1,9.9345703,64,1,6,11,0
4,12,1,9.9345703,42,1,1,13,0
4,13,1,16.989258,18,1,2,14,0
3,10,1,16.989258,37,1,4,12,0
3,8,1,16.989258,25,1,3,13,0
4,13,1,16.989258,56,1,3,13,0
4,12,1,16.989258,23,1,2,14,0
4,12,1,16.989258,58,1,4,14,0
3,7,0,6.3945313,80,0,1,1,0
2,10,1,6.3945313,45,0,1,4,0
4,10,0,6.3945313,23,0,1,1,0
2,8,0,6.3945313,65,1,2,1,0
4,12,0,6.3945313,54,0,1,1,0
4,14,0,6.3945313,78,0,1,1,0
4,10,0,1.7734375,25,0,1,1,0
4,11,1,1.7734375,40,0,4,12,0
3,11,0,4.4814453,26,0,1,1,0
4,12,1,4.4814453,21,1,2,7,0
4,17,0,4.4814453,57,0,1,1,0
4,13,1,4.4814453,23,1,1,10,0
4,10,0,4.4814453,67,0,1,1,0
3,9,1,4.4814453,31,0,1,5,0
4,12,0,4.4814453,58,0,1,4,0
4,9,0,4.4814453,40,0,2,3,0
4,9,1,8.4658203,25,0,1,10,1
4,9,1,8.4658203,38,0,1,5,1
4,7,1,8.4658203,41,0,1,1,1
4,15,1,8.4658203,18,0,2,10,1
4,11,1,8.4658203,22,1,2,7,1
4,10,0,8.4658203,68,0,1,1,1
3,11,0,8.4658203,83,0,1,4,1
3,8,0,8.4658203,55,0,1,1,1
4,10,1,.45019531,33,1,5,7,0
4,10,1,.45019531,20,0,5,10,0
3,12,1,.45019531,23,1,2,10,0
4,13,1,.45019531,37,0,4,10,0
3,10,1,.45019531,50,0,4,12,0
4,7,1,.45019531,27,0,1,7,0
4,11,1,5.7998047,26,0,1,5,0
3,7,1,5.7998047,28,0,1,6,0
4,12,1,5.7998047,33,0,1,7,0
2,7,1,5.7998047,24,0,2,10,0
2,9,1,5.7998047,28,1,1,13,0
4,11,0,5.7998047,35,0,1,9,0
4,11,1,2.8066406,18,0,1,9,0
4,11,1,2.8066406,40,0,3,10,0
3,10,1,2.8066406,38,0,4,14,0
4,11,1,2.8066406,52,0,1,6,0
3,10,1,2.8066406,55,1,1,15,0
4,11,1,2.8066406,26,0,4,15,0
4,14,1,5.1914063,33,0,2,7,0
4,12,1,5.1914063,21,0,1,13,0
4,12,1,5.1914063,22,0,1,4,0
4,12,1,5.1914063,19,0,2,13,0
4,14,1,5.1914063,43,0,1,7,0
4,11,1,6.9052734,28,0,4,6,0
4,11,1,6.9052734,60,0,3,1,0
3,10,1,6.9052734,31,0,3,7,0
4,9,0,6.9052734,60,0,1,1,0
4,8,1,6.9052734,24,0,1,12,0
4,14,0,6.9052734,58,0,1,1,0
3,11,1,6.9052734,18,1,4,7,0
4,15,1,6.9052734,20,0,1,13,0
3,11,1,2.3847656,27,0,4,4,0
4,10,1,2.3847656,28,0,1,7,0
4,9,0,2.3847656,25,1,1,13,0
4,15,1,2.3847656,23,1,1,4,0
4,12,0,2.3847656,62,0,2,13,0
4,9,0,2.3847656,71,0,1,1,0
4,10,0,2.3847656,59,0,1,1,0
4,12,1,2.3847656,34,1,5,14,0
4,11,0,2.3847656,47,1,1,2,0
4,11,1,4.8496094,37,0,1,13,0
2,10,0,4.8496094,25,0,1,1,0
4,8,1,4.8496094,21,0,1,10,0
4,8,1,4.8496094,61,0,2,13,0
4,6,0,4.8496094,61,0,2,1,0
4,13,0,4.8496094,25,0,2,1,0
2,10,0,4.8496094,52,0,1,5,0
4,14,1,4.8496094,29,1,2,10,0
2,10,0,4.8496094,24,0,1,7,0
4,7,0,4.8496094,40,0,1,3,0
4,12,1,2.8125,22,1,4,13,0
4,8,1,2.8125,29,0,5,12,0
4,12,0,2.8125,50,0,2,1,0
4,7,0,3.2851563,47,1,2,1,1
4,6,0,3.2851563,33,0,3,7,1
3,10,0,13.125,69,0,2,10,0
4,13,0,13.125,28,0,3,13,0
3,11,1,13.125,20,1,5,7,0
1,5,0,13.125,44,0,1,1,0
1,2,0,13.125,24,0,1,1,0
4,11,1,13.125,22,0,3,12,0
3,9,0,13.125,28,0,1,13,0
3,9,0,7.1171875,34,0,3,6,0
4,9,0,7.1171875,41,0,2,1,0
3,8,0,7.1171875,22,0,1,7,0
3,10,1,7.1171875,28,0,3,9,0
2,4,1,7.1171875,20,0,1,7,0
4,8,0,7.1171875,48,0,1,7,0
1,4,0,7.1171875,70,0,1,1,0
4,12,0,17.854492,33,0,2,3,0
4,11,0,17.854492,66,0,6,7,0
3,12,1,17.854492,25,0,9,7,0
4,13,1,17.854492,33,1,5,6,0
2,6,0,17.854492,40,0,1,10,0
4,10,0,17.854492,45,1,1,6,0
4,11,0,17.854492,22,0,4,1,0
3,8,1,17.854492,60,1,5,15,0
4,9,0,17.854492,38,0,2,10,0
3,12,0,17.854492,44,0,1,1,0
4,14,1,6.9736328,41,1,8,7,1
4,10,1,6.9736328,36,1,1,10,1
3,11,1,6.9736328,25,1,3,14,1
4,10,0,6.9736328,72,1,6,13,1
4,12,0,6.9736328,49,0,1,1,1
2,12,1,6.9736328,30,1,6,13,1
4,16,1,6.9736328,53,0,6,15,1
4,13,1,6.9736328,20,1,1,7,1
4,12,1,8.3964844,30,0,1,13,0
4,13,1,8.3964844,21,0,2,12,0
2,7,1,8.3964844,56,1,1,7,0
3,12,1,8.3964844,24,1,1,7,0
4,9,1,8.3964844,27,1,2,13,0
4,11,1,8.3964844,25,0,1,10,0
2,7,0,8.3964844,53,0,1,4,0
4,8,0,8.3964844,60,0,1,1,0
4,14,1,8.3964844,22,0,1,7,0
4,10,0,7.0234375,28,0,1,10,0
3,11,1,7.0234375,39,1,4,13,0
3,10,0,7.0234375,65,0,1,7,0
3,6,1,7.0234375,25,0,1,7,0
4,11,0,7.0234375,57,0,1,1,0
3,12,0,7.0234375,32,0,1,10,0
4,13,0,7.0234375,23,0,2,7,0
3,10,0,7.0234375,40,0,1,4,0
3,10,1,7.0234375,29,0,1,7,0
4,12,0,7.5830078,52,0,1,7,1
3,12,0,7.5830078,26,1,1,10,1
3,10,1,7.5830078,27,0,1,10,1
4,11,1,7.5830078,25,0,3,7,1
3,12,0,7.5830078,31,0,1,4,1
4,14,0,7.5830078,69,1,1,1,1
4,10,1,7.5830078,36,0,4,13,1
2,9,1,7.5830078,32,1,1,13,1
4,14,0,12.039063,25,0,1,1,0
4,16,0,12.039063,25,1,2,12,0
4,9,1,12.039063,67,0,1,1,0
4,10,1,12.039063,29,0,2,7,0
2,10,0,12.039063,45,0,1,1,0
2,5,0,12.039063,67,0,1,1,0
2,6,1,12.039063,42,1,1,10,0
3,8,0,12.039063,53,0,2,1,0
4,7,1,28.821289,33,1,9,7,0
3,10,1,28.821289,31,0,5,5,0
3,13,0,28.821289,29,0,2,7,0
4,6,1,28.821289,58,1,9,7,0
4,7,0,28.821289,25,1,1,7,0
4,12,1,28.821289,47,0,5,5,0
3,9,1,28.821289,24,1,4,7,0
3,9,1,28.821289,36,1,4,1,0
4,15,0,28.821289,79,0,1,1,0
4,6,0,28.821289,63,0,6,2,0
4,11,1,28.821289,33,0,4,7,0
3,9,1,28.821289,21,1,2,1,0
3,9,1,28.821289,28,0,1,1,0
4,8,1,28.821289,20,0,2,7,0
3,10,1,28.821289,35,0,2,1,0
4,14,1,28.821289,20,0,7,13,1
3,10,1,28.821289,50,0,10,7,1
3,5,1,28.821289,40,1,6,1,1
4,10,0,28.821289,60,0,1,1,1
4,9,1,28.821289,25,1,1,7,1
4,13,1,28.821289,31,1,5,7,1
4,9,1,28.821289,20,1,2,7,1
3,9,1,28.821289,34,0,5,7,1
3,15,1,28.821289,34,0,1,13,1
4,10,1,28.821289,21,1,7,7,1
4,10,1,28.821289,30,0,1,1,1
4,10,1,28.821289,38,0,4,7,1
2,8,1,28.821289,36,1,2,3,1
3,13,1,28.821289,66,0,4,15,1
4,14,1,28.821289,22,0,1,3,0
2,8,1,28.821289,23,0,2,7,0
4,14,0,28.821289,24,0,2,7,0
3,8,1,28.821289,31,0,4,1,0
4,10,1,28.821289,21,0,1,1,0
2,8,1,28.821289,25,0,1,7,0
4,12,1,28.821289,19,0,1,7,0
4,8,0,28.821289,42,0,5,1,0
4,11,0,28.821289,24,0,1,7,0
3,12,1,28.821289,40,0,1,7,0
2,6,0,28.821289,38,0,1,7,0
4,11,1,28.821289,35,0,3,7,0
4,11,1,28.821289,27,0,1,13,0
4,13,1,28.821289,59,0,1,7,0
4,9,1,28.821289,28,1,5,7,0
3,13,1,28.821289,41,0,7,13,1
3,13,0,28.821289,63,1,7,13,1
2,6,1,28.821289,18,1,7,12,1
4,12,1,28.821289,19,1,4,7,1
4,12,1,28.821289,28,0,3,4,1
2,6,1,28.821289,28,1,5,7,1
3,11,0,28.821289,66,0,8,1,1
3,9,1,28.821289,32,0,8,7,1
3,13,1,28.821289,41,1,4,15,1
3,7,0,28.821289,57,0,1,7,1
3,10,1,28.821289,19,0,1,7,0
2,11,0,28.821289,80,0,1,7,0
4,11,1,28.821289,26,0,2,10,0
4,11,0,28.821289,44,0,3,1,0
4,7,1,28.821289,22,0,1,7,0
4,13,1,28.821289,20,0,1,7,0
3,9,0,28.821289,29,0,1,12,0
3,9,0,28.821289,45,0,1,1,0
3,13,1,28.821289,27,0,1,7,0
2,10,0,28.821289,72,0,1,1,0
4,9,1,28.821289,47,1,6,15,0
4,6,1,28.821289,24,0,4,7,0
2,11,0,28.821289,54,0,1,13,0
3,5,1,28.821289,30,0,3,7,0
2,7,1,28.821289,21,0,4,13,0
4,12,0,28.821289,80,1,4,1,0
3,4,0,28.821289,67,0,3,12,0
4,8,1,28.821289,40,0,2,7,0
3,10,1,28.821289,38,0,5,7,0
2,6,1,28.821289,34,1,1,14,0
1,5,1,28.821289,20,0,4,7,0
3,7,0,28.821289,36,0,1,1,0
2,5,0,28.821289,77,0,3,3,0
4,11,1,28.821289,29,0,3,7,0
3,14,0,28.821289,23,1,4,1,0
2,11,1,28.821289,51,0,1,7,0
4,11,1,28.821289,41,0,1,7,0
4,7,1,28.821289,25,0,2,7,0
4,5,1,28.821289,49,0,1,1,0
4,9,0,28.821289,35,0,5,7,0
3,10,1,28.821289,42,1,2,13,0
4,10,1,28.821289,39,0,5,13,0
3,5,0,28.821289,46,1,3,1,0
4,8,0,28.821289,47,0,3,7,0
2,8,0,28.821289,32,0,2,1,0
4,14,1,28.821289,30,0,5,7,0
3,10,1,28.821289,24,0,3,11,0
4,10,1,28.821289,18,1,4,10,0
4,10,1,28.821289,52,1,6,7,0
4,6,0,28.821289,70,0,4,1,0
3,11,1,28.821289,27,1,9,13,0
3,10,1,28.821289,22,0,5,13,0
4,8,0,28.821289,61,0,2,5,0
4,10,1,28.821289,22,1,6,7,0
3,10,1,28.821289,29,0,4,10,0
2,7,0,28.821289,42,0,4,1,0
1,4,1,28.821289,31,0,5,10,0
1,8,1,28.821289,27,0,5,7,0
2,4,1,28.821289,35,0,1,7,0
4,9,1,28.821289,38,0,1,7,0
3,10,1,28.821289,19,0,1,1,0
2,7,1,28.821289,26,0,1,6,0
4,11,1,28.821289,19,0,6,7,0
3,9,1,28.821289,40,0,7,1,0
4,9,1,28.821289,25,0,1,7,0
3,9,1,28.821289,29,0,1,13,0
4,6,1,28.821289,25,0,1,9,0
4,13,1,28.821289,33,1,1,7,0
3,8,1,28.821289,51,0,3,7,0
3,10,1,28.821289,18,1,2,7,1
4,10,0,28.821289,51,0,1,6,1
3,12,1,28.821289,21,1,1,7,1
2,11,1,28.821289,37,0,1,1,1
4,12,1,28.821289,27,0,5,1,1
2,6,0,28.821289,61,0,4,1,1
3,13,0,28.821289,51,1,6,7,1
4,13,0,28.821289,76,0,1,1,1
2,8,1,28.821289,34,1,2,14,1
4,11,1,28.821289,31,1,1,7,1
4,12,1,28.821289,46,0,5,13,1
4,13,0,28.821289,71,0,1,1,1
4,14,1,28.821289,57,0,1,1,1
4,7,1,28.821289,21,1,4,13,1
2,11,1,28.821289,34,1,1,7,1
3,11,1,28.821289,25,0,1,13,1
1,6,1,28.821289,24,0,6,14,1
3,12,1,28.821289,28,0,7,11,1
4,10,1,28.821289,23,0,1,13,0
3,13,0,28.821289,39,0,1,4,0
2,6,1,28.821289,45,1,4,13,0
4,9,1,28.821289,48,0,2,1,0
3,12,0,28.821289,49,0,1,1,0
2,8,0,28.821289,72,0,2,1,0
4,10,1,28.821289,27,1,3,7,0
4,12,1,28.821289,27,1,2,7,0
3,10,0,28.821289,72,0,6,4,0
4,12,1,28.821289,44,1,1,10,0
4,12,1,28.821289,19,0,1,7,0
4,9,1,28.821289,20,0,2,13,0
2,9,1,28.821289,24,0,2,10,0
4,11,0,28.821289,29,0,1,4,0
3,10,1,28.821289,30,0,1,7,0
4,8,1,28.821289,26,1,4,14,0
4,6,1,28.821289,22,0,1,9,0
4,12,0,28.821289,70,0,3,1,0
1,6,1,28.821289,56,0,7,12,0
4,13,1,28.821289,32,0,1,7,0
4,14,0,28.821289,26,0,1,7,0
2,9,0,28.821289,54,0,1,5,0
4,9,1,28.821289,28,0,1,13,0
4,10,1,28.821289,38,0,9,14,0
3,10,0,28.821289,51,0,1,7,0
4,9,0,28.821289,28,0,1,7,0
3,14,0,28.821289,51,0,2,1,0
4,9,1,28.821289,41,1,1,5,0
3,9,1,28.821289,26,0,5,13,0
4,8,1,28.821289,38,1,8,7,0
4,10,1,28.821289,18,1,10,13,0
4,11,1,28.821289,38,0,1,7,0
3,8,1,28.821289,22,1,2,12,0
4,8,0,28.821289,21,0,1,1,0
4,6,1,28.821289,43,0,7,1,0
4,10,1,28.821289,70,0,4,7,0
3,11,1,28.821289,21,0,7,12,0
2,8,1,28.821289,66,1,6,7,0
3,12,1,28.821289,18,0,2,7,0
1,6,0,28.821289,41,1,10,1,0
4,6,0,28.821289,64,0,1,1,0
2,6,1,28.821289,32,0,1,6,0
4,13,1,28.821289,35,0,3,6,0
1,11,0,28.821289,53,0,1,1,0
3,11,0,28.821289,39,0,1,7,0
4,13,1,28.821289,25,0,1,13,0
4,12,0,28.821289,40,0,1,7,0
4,12,1,28.821289,22,0,1,7,0
4,11,1,28.821289,27,0,2,7,0
3,10,0,28.821289,18,0,1,10,0
3,10,0,28.821289,45,0,2,7,0
3,10,1,28.821289,24,0,5,13,0
3,10,1,28.821289,18,0,1,12,0
4,8,0,28.821289,51,0,2,7,0
1,7,1,28.821289,20,1,5,13,0
4,9,1,28.821289,38,0,2,10,0
3,7,0,28.821289,61,0,1,2,0
4,10,1,28.821289,65,0,1,1,0
3,11,1,28.821289,20,1,2,10,0
4,10,0,28.821289,57,0,1,7,0
4,7,0,28.821289,30,0,1,1,0
4,11,1,28.821289,23,0,6,7,0
4,9,1,28.821289,34,0,6,7,0
3,10,1,28.821289,19,0,5,10,0
3,9,1,28.821289,34,0,8,10,1
4,10,1,28.821289,41,0,1,7,1
2,9,1,28.821289,24,0,1,10,1
1,5,0,28.821289,66,0,1,1,1
4,13,1,28.821289,43,1,6,13,1
4,9,1,28.821289,36,0,6,13,1
4,10,1,28.821289,43,0,1,11,1
4,12,1,28.821289,20,1,1,7,1
4,12,1,28.821289,18,0,6,7,1
3,8,1,28.821289,39,0,1,4,1
4,10,1,28.821289,31,0,5,10,1
3,10,1,28.821289,42,0,2,7,1
4,14,1,28.821289,28,0,5,7,1
2,9,0,28.821289,27,0,1,6,1
4,12,1,28.821289,25,0,8,7,1
3,11,1,28.821289,35,0,2,6,1
1,10,1,28.821289,32,0,1,7,1
2,11,1,28.821289,41,1,2,7,1
1,4,1,28.821289,44,0,1,13,1
2,12,0,28.821289,56,0,1,6,1
4,11,1,28.821289,19,1,1,7,0
3,9,1,28.821289,41,0,2,7,0
1,5,0,28.821289,45,0,1,2,0
4,12,0,28.821289,67,0,1,7,0
4,11,1,28.821289,27,0,4,15,0
4,9,1,28.821289,22,1,2,5,0
4,14,1,28.821289,23,0,1,7,0
3,11,1,28.821289,29,0,5,7,0
4,13,1,28.821289,50,0,6,7,0
4,10,1,28.821289,19,0,7,13,0
3,8,1,28.821289,73,0,4,7,1
2,7,1,28.821289,34,0,1,7,1
4,11,1,28.821289,35,0,1,6,1
3,10,1,28.821289,27,0,5,7,1
4,5,1,28.821289,30,0,3,7,1
1,3,1,28.821289,43,0,7,13,1
4,11,1,28.821289,40,0,3,1,1
2,10,1,28.821289,38,0,1,1,1
4,7,0,28.821289,49,0,4,7,1
2,4,0,28.821289,62,0,1,7,1
1,8,1,28.821289,41,0,1,7,1
3,8,1,28.821289,23,0,1,7,1
4,11,1,28.821289,18,0,2,7,1
1,6,0,28.821289,56,0,1,10,1
2,5,0,28.821289,68,0,1,1,0
3,9,0,28.821289,27,1,4,1,0
3,9,1,28.821289,19,0,8,7,0
4,5,1,28.821289,19,0,1,7,0
4,12,1,28.821289,18,0,2,8,0
4,12,1,28.821289,36,0,5,7,0
2,12,1,28.821289,30,0,5,7,0
4,11,1,28.821289,22,1,2,7,0
2,9,1,28.821289,24,0,1,7,0
1,4,1,28.821289,27,1,7,7,0
2,8,0,28.821289,45,0,3,7,1
4,10,1,28.821289,26,0,3,14,1
3,10,1,28.821289,30,1,1,15,1
4,11,1,28.821289,19,0,1,7,1
4,10,0,28.821289,61,1,2,7,1
4,8,1,28.821289,24,0,2,7,1
4,11,1,28.821289,43,0,6,7,1
4,14,0,28.821289,60,0,5,1,1
4,8,1,28.821289,34,0,1,7,1
3,10,1,28.821289,27,1,3,7,1
2,10,1,28.821289,20,1,2,13,1
2,9,1,28.821289,61,1,1,7,1
2,9,0,28.821289,52,1,1,9,1
1,8,0,28.821289,49,0,1,7,1
2,6,1,28.821289,49,0,2,1,1
1,8,1,28.821289,21,1,10,9,1
4,10,1,28.821289,20,0,2,13,1
3,7,1,28.821289,24,0,6,7,1
4,7,1,28.821289,24,0,8,13,1
4,8,1,28.821289,18,1,1,12,1
4,12,0,28.821289,60,0,6,13,1
3,12,1,28.821289,19,0,5,13,1
4,10,1,28.821289,30,0,6,13,1
4,11,0,28.821289,73,0,5,1,1
4,14,1,28.821289,42,0,2,7,1
4,11,1,28.821289,19,0,4,13,1
4,11,1,28.821289,39,0,4,7,1
3,11,1,28.821289,21,1,5,13,1
1,12,0,28.821289,41,0,3,7,1
3,9,1,28.821289,22,1,9,14,1
4,12,1,28.821289,45,0,1,1,1
4,6,1,28.821289,38,0,4,7,1
1,3,1,28.821289,18,1,1,13,1
3,7,1,28.821289,29,0,2,14,1
3,4,1,28.821289,25,0,2,3,1
2,8,1,28.821289,34,0,1,7,1
4,11,1,28.821289,42,0,1,7,1
4,5,0,28.821289,24,1,1,3,1
2,7,1,28.821289,73,0,5,7,1
4,7,1,28.821289,60,0,5,13,1
4,13,0,28.821289,27,0,3,13,1
4,9,1,28.821289,30,0,2,13,1
3,7,1,28.821289,70,1,8,15,1
2,7,1,28.821289,29,0,1,10,1
4,11,1,28.821289,18,1,7,11,1
4,10,1,28.821289,21,1,5,13,1
4,9,1,28.821289,61,0,1,7,1
2,3,0,28.821289,70,1,2,13,1
1,7,1,28.821289,60,0,3,7,1
4,17,1,28.821289,54,0,3,7,1
3,9,1,28.821289,37,0,5,9,1
4,8,1,28.821289,55,0,2,7,1
2,11,1,28.821289,41,0,10,15,1
4,10,1,28.821289,19,1,5,13,1
2,10,1,28.821289,73,1,2,13,1
2,7,1,28.821289,60,1,8,4,1
2,9,1,28.821289,23,0,3,7,1
4,12,1,28.821289,18,1,8,11,1
4,12,1,28.821289,40,0,5,13,1
4,7,1,28.821289,39,0,1,7,1
2,9,1,28.821289,66,0,6,13,1
4,11,0,28.821289,60,0,1,7,1
4,10,1,28.821289,29,1,5,12,1
2,12,0,28.821289,41,0,2,5,1
3,14,1,28.821289,41,1,7,14,1
3,9,1,28.821289,20,0,5,13,1
1,6,1,28.821289,28,0,1,7,1
4,11,1,28.821289,32,0,3,13,1
2,6,0,28.821289,51,0,1,7,1
2,8,1,28.821289,40,0,3,12,1
2,7,1,28.821289,54,1,1,12,1
3,7,1,28.821289,26,0,1,13,1
2,7,1,28.821289,28,1,5,3,1
4,14,1,28.821289,18,1,4,14,1
4,13,0,28.821289,50,0,1,1,1
2,9,1,28.821289,69,0,9,7,1
1,7,1,28.821289,23,0,1,7,1
4,10,1,28.821289,20,0,2,14,1
3,11,0,28.821289,74,1,5,13,1
3,12,1,28.821289,58,1,5,12,1
3,8,1,28.821289,19,0,6,7,1
4,13,1,28.821289,31,0,2,12,1
2,6,1,28.821289,40,1,1,7,1
2,5,0,28.821289,25,0,1,1,1
4,9,0,28.821289,50,0,1,1,1
4,11,1,28.821289,50,0,2,12,1
4,14,1,28.821289,27,1,6,10,1
4,11,1,28.821289,41,1,1,1,1
4,14,1,28.821289,30,1,1,7,1
3,8,1,28.821289,45,1,8,15,1
3,7,1,28.821289,20,0,1,7,1
3,8,0,28.821289,50,0,1,7,1
4,11,1,28.821289,18,1,2,10,1
1,3,0,28.821289,33,1,1,12,1
1,5,1,28.821289,32,0,1,7,1
4,8,1,28.821289,30,1,5,15,1
1,5,0,28.821289,45,1,2,4,1
4,10,1,28.821289,41,1,9,15,1
3,12,1,28.821289,41,0,5,13,1
2,6,1,28.821289,29,0,1,14,1
2,10,1,28.821289,36,1,8,13,1
4,8,1,28.821289,32,0,5,7,1
4,13,1,28.821289,22,0,6,14,1
3,11,1,28.821289,23,0,6,14,1
2,8,1,28.821289,18,1,2,14,1
4,14,1,28.821289,61,0,4,13,1
4,4,0,28.821289,61,0,5,14,1
3,11,0,28.821289,42,0,1,1,1
2,5,1,28.821289,36,0,6,7,1
3,11,1,28.821289,21,0,1,13,1
4,13,1,28.821289,33,0,1,6,1
3,12,1,28.821289,28,1,8,7,1
3,9,1,28.821289,62,0,3,7,1
2,7,1,28.821289,37,1,3,10,1
4,8,0,28.821289,45,0,5,7,1
