sat,fel,SNU,avg_d_mbps,edad,remoto,ingresos,estudios,capital
3,9,1,4.8554688,41,1,9,15,0
2,6,1,3.4208984,20,0,2,13,0
4,9,1,1.5732422,25,0,1,8,0
3,11,1,1.5732422,71,0,2,7,0
4,13,1,4.5849609,23,1,6,13,0
4,14,1,4.5849609,55,1,10,15,0
3,9,1,4.5849609,30,1,10,15,0
3,6,1,45.495117,71,1,6,15,0
3,7,1,45.495117,25,1,3,13,0
3,12,0,45.495117,72,0,1,7,0
3,11,1,45.495117,96,1,3,8,0
2,13,1,45.495117,35,1,8,15,0
3,8,1,45.495117,34,1,4,11,0
3,5,1,45.495117,40,0,3,10,0
1,5,1,45.495117,45,0,4,8,0
3,7,1,45.495117,24,0,5,16,0
2,6,1,45.495117,27,1,8,15,0
2,5,1,45.495117,50,0,5,14,0
3,8,1,45.495117,58,1,10,15,0
3,14,1,45.495117,67,0,10,7,0
2,4,1,8.4912109,64,0,2,8,0
2,7,1,8.4912109,22,1,8,13,0
2,12,1,8.4912109,36,0,9,13,0
2,7,1,8.4912109,65,0,10,15,0
4,13,1,8.4912109,67,1,4,8,0
3,7,1,8.4912109,34,0,7,15,0
1,6,1,8.4912109,37,1,2,15,0
4,13,1,8.4912109,36,1,8,15,0
4,9,1,8.4912109,50,1,5,7,0
3,12,1,8.4912109,59,1,9,15,0
3,9,1,8.4912109,41,0,2,13,0
3,14,1,8.4912109,48,1,10,15,0
2,5,1,8.4912109,22,0,1,15,0
2,8,1,8.4912109,21,1,7,13,0
3,6,1,8.4912109,51,0,10,15,0
3,8,1,36.105469,36,0,4,11,0
2,6,1,36.105469,46,1,10,15,0
3,6,1,36.105469,63,1,10,15,0
4,8,1,36.105469,22,0,8,15,0
3,9,1,36.105469,38,1,8,15,0
2,5,1,36.105469,22,1,10,15,0
3,15,1,36.105469,67,0,2,8,0
3,7,1,13.865234,34,0,8,6,0
4,11,1,2.2412109,58,0,10,15,0
2,7,1,71.763672,26,1,3,15,0
3,10,1,13.076172,19,1,4,15,0
3,9,1,61.135742,48,1,10,15,0
2,4,1,61.135742,38,1,6,15,0
3,9,1,61.135742,30,1,4,11,0
3,7,1,61.135742,50,1,10,8,0
3,7,1,61.135742,44,0,8,14,0
3,6,1,61.135742,46,0,10,15,0
1,4,1,61.135742,51,0,4,6,0
3,6,1,61.135742,66,1,9,16,0
3,8,1,61.135742,53,1,8,8,0
1,4,1,61.135742,57,1,5,8,0
4,10,1,61.135742,36,0,5,15,0
2,8,1,61.135742,52,1,1,8,0
4,9,1,33.635742,23,0,4,13,0
3,7,1,33.635742,60,1,8,13,0
4,11,1,33.635742,28,1,10,11,0
3,7,1,33.635742,37,1,7,15,0
2,4,1,33.635742,39,0,5,15,0
4,11,1,11.230469,34,0,7,15,0
3,12,1,7.6425781,32,1,10,15,0
3,8,1,7.6425781,66,0,10,15,0
4,10,1,7.6425781,42,0,9,8,0
4,8,1,8.0976563,35,1,8,13,0
2,6,1,53.308594,50,1,2,8,0
4,8,1,37.942383,19,1,9,13,0
4,10,1,37.942383,32,0,1,8,0
3,6,1,37.942383,74,0,3,10,0
3,10,1,27.245117,24,1,7,13,0
4,8,1,28.821289,70,0,9,15,0
4,9,1,5.5410156,32,1,1,15,0
3,8,1,60.779297,39,1,10,15,0
3,7,1,60.779297,54,1,8,15,0
4,9,1,60.779297,69,1,10,15,0
4,13,1,60.779297,28,0,3,13,0
4,8,1,60.779297,60,1,9,14,0
2,7,1,60.779297,47,0,2,8,0
2,6,1,60.779297,28,1,6,15,0
3,7,1,46.694336,50,1,9,15,0
3,7,1,46.694336,23,0,1,8,0
3,7,1,46.694336,21,1,3,13,0
3,10,1,46.694336,36,1,2,15,0
4,10,1,46.694336,52,0,2,13,0
3,7,1,7.9296875,66,1,10,15,0
3,5,1,7.9296875,57,0,3,8,0
3,9,1,28.821289,30,0,2,13,0
4,9,1,28.821289,68,1,9,8,0
2,4,1,5.9042969,27,1,6,15,0
3,7,1,5.9042969,30,0,2,11,0
3,7,1,5.9042969,53,0,7,13,0
3,14,1,5.9042969,38,1,10,9,0
4,7,1,5.9042969,59,0,5,13,0
4,10,1,5.6611328,36,1,5,16,0
3,9,1,5.6611328,46,0,5,15,0
2,4,1,5.6611328,48,1,9,15,0
3,11,1,1.7255859,42,1,9,11,0
2,7,1,2.1318359,25,0,2,11,0
3,7,1,53.642578,24,1,5,15,0
4,11,1,53.642578,36,0,1,13,0
2,5,1,53.642578,61,1,1,8,0
1,3,1,53.642578,53,1,5,13,0
2,3,1,53.642578,33,0,1,15,0
3,10,1,53.642578,58,1,10,14,0
3,10,1,53.642578,67,0,2,3,0
3,7,1,53.642578,29,1,1,15,0
3,11,1,53.642578,54,0,6,13,0
3,8,1,53.642578,28,1,4,10,0
1,7,1,53.642578,38,1,10,15,0
3,8,1,53.642578,27,1,9,15,0
2,9,1,53.642578,25,0,2,11,0
3,7,1,53.642578,25,1,7,13,0
3,8,1,53.642578,20,0,10,15,0
2,7,1,53.642578,20,0,2,8,0
3,8,1,53.642578,46,1,5,8,0
3,9,1,53.642578,25,1,6,15,0
3,12,1,53.642578,38,1,9,15,0
2,8,1,53.642578,50,0,4,8,0
3,12,1,53.642578,59,1,3,14,0
4,10,1,53.642578,28,0,6,9,0
3,11,1,53.642578,31,0,4,15,0
3,6,1,53.642578,23,0,10,15,0
4,10,1,53.642578,64,0,10,13,0
3,8,1,8.2558594,19,1,1,13,0
4,7,1,67.699219,75,1,5,15,0
2,8,1,67.699219,18,0,3,13,0
2,4,1,67.699219,44,0,9,13,0
2,7,1,67.699219,23,0,9,15,0
3,9,1,67.699219,26,1,1,13,0
2,4,1,67.699219,41,0,6,16,0
3,9,1,67.699219,18,0,1,13,0
4,9,1,67.699219,22,0,6,15,0
2,3,1,67.699219,35,1,8,15,0
3,7,1,67.699219,36,0,5,17,0
3,5,1,67.699219,29,1,1,15,0
4,12,1,67.699219,43,1,6,15,0
4,13,1,67.699219,64,1,7,13,0
3,10,1,67.699219,28,0,1,8,0
1,4,1,67.699219,23,1,7,16,0
3,10,1,67.699219,46,1,10,15,0
3,10,1,67.699219,22,1,7,15,0
3,10,1,67.699219,29,1,10,13,0
4,5,1,67.699219,18,0,1,10,0
3,9,1,67.699219,58,0,8,13,0
4,14,1,67.699219,50,1,10,15,0
3,10,1,67.699219,30,1,9,15,0
2,6,1,67.699219,33,1,4,11,0
4,10,1,67.699219,38,1,7,15,0
4,13,1,67.699219,31,0,4,4,0
3,9,1,67.699219,68,0,10,15,0
4,8,1,67.699219,66,1,10,15,0
3,4,1,67.699219,42,0,3,15,0
3,8,1,67.699219,33,1,9,15,0
4,11,1,67.699219,60,1,10,15,0
3,8,1,67.699219,57,1,5,11,0
3,7,1,67.699219,74,1,7,15,0
3,10,1,67.699219,53,1,8,13,0
4,9,1,67.699219,64,1,8,14,0
4,8,1,67.699219,54,0,10,14,0
3,8,1,67.699219,53,1,5,13,0
3,10,1,67.699219,18,0,7,13,0
3,7,1,67.699219,28,0,3,13,0
4,6,1,67.699219,41,0,7,8,0
2,5,1,67.699219,28,1,10,15,0
3,7,1,67.699219,45,1,2,15,0
4,8,1,67.699219,70,1,10,15,0
2,5,1,67.699219,31,1,9,15,0
2,9,1,67.699219,19,1,1,8,0
3,9,1,67.699219,65,0,10,15,0
3,8,1,67.699219,31,0,5,15,0
3,9,1,67.699219,52,1,7,15,0
3,7,1,67.699219,30,0,5,15,0
2,5,1,67.699219,33,1,6,14,0
2,9,1,67.699219,25,1,2,13,0
3,9,1,67.699219,32,0,8,13,0
2,5,1,67.699219,49,0,1,14,0
2,4,1,67.699219,40,1,9,13,0
2,8,1,67.699219,47,0,2,11,0
2,10,1,67.699219,39,0,10,13,0
4,9,1,67.699219,24,1,1,13,0
2,11,1,67.699219,25,1,6,15,0
1,4,1,67.699219,58,1,1,15,0
3,13,1,67.699219,49,1,7,13,0
4,6,1,67.699219,71,1,10,15,0
4,6,1,67.699219,31,1,7,15,0
4,9,1,67.699219,48,1,6,15,0
3,7,1,67.699219,35,1,3,13,0
2,8,1,67.699219,21,0,2,13,0
3,7,1,67.699219,54,1,10,15,0
4,13,1,67.699219,36,0,5,8,0
2,7,1,67.699219,30,1,10,15,0
3,10,1,67.699219,35,1,8,15,0
3,10,1,67.699219,61,1,8,8,0
2,4,1,67.699219,40,0,2,15,0
4,15,1,67.699219,40,0,3,9,0
2,7,1,67.699219,33,0,5,13,0
3,12,1,67.699219,66,1,2,7,0
2,6,1,67.699219,35,0,10,14,0
2,12,1,67.699219,44,1,3,15,0
4,6,1,67.699219,78,1,10,15,0
3,5,1,67.699219,21,1,6,15,0
3,10,1,67.699219,42,0,9,15,0
1,9,1,67.699219,39,0,1,6,0
3,7,1,67.699219,30,1,3,15,0
2,9,1,67.699219,20,1,6,13,0
2,9,1,67.699219,31,1,3,15,0
3,9,1,67.699219,39,0,5,15,0
3,14,1,67.699219,31,0,5,15,0
2,6,1,67.699219,27,1,5,15,0
3,7,1,67.699219,36,0,10,15,0
3,9,1,67.699219,62,1,3,4,0
2,8,1,67.699219,39,0,2,11,0
3,9,1,67.699219,51,1,10,15,0
4,10,1,67.699219,67,0,2,8,0
3,6,1,67.699219,29,1,9,15,0
3,8,1,67.699219,67,1,7,15,0
3,8,1,67.699219,30,1,10,15,0
4,14,1,67.699219,50,0,10,17,0
3,8,1,67.699219,35,1,7,15,0
2,5,1,67.699219,24,0,4,15,0
1,3,1,67.699219,59,1,1,13,0
4,9,1,67.699219,49,1,8,15,0
3,8,1,67.699219,28,1,1,11,0
3,9,1,67.699219,50,0,10,14,0
2,5,1,67.699219,23,1,2,2,0
2,7,1,67.699219,29,1,8,16,0
3,13,1,67.699219,63,0,5,11,0
4,6,1,67.699219,65,0,1,8,0
4,9,1,67.699219,30,1,6,15,0
4,13,1,67.699219,38,0,8,13,0
2,6,1,67.699219,35,1,5,15,0
3,12,1,67.699219,38,1,7,15,0
4,10,1,67.699219,62,0,10,15,0
3,6,1,67.699219,73,1,10,15,0
2,5,1,67.699219,52,1,6,15,0
2,5,1,67.699219,24,0,1,13,0
3,6,1,67.699219,67,0,3,7,0
4,9,1,67.699219,41,0,6,11,0
1,3,1,67.699219,35,1,2,13,0
2,7,1,67.699219,61,0,2,8,0
4,11,1,67.699219,48,1,10,15,0
3,9,1,67.699219,77,0,7,6,0
4,8,1,67.699219,28,0,1,13,0
1,3,1,67.699219,37,0,1,13,0
3,7,1,67.699219,39,1,9,14,0
3,7,1,67.699219,52,0,1,12,0
2,11,1,28.821289,28,0,2,12,0
3,7,1,28.821289,36,1,10,15,0
2,6,1,28.821289,52,1,7,16,0
2,6,1,28.821289,35,1,5,11,0
3,8,1,28.821289,37,1,9,15,0
2,4,1,28.821289,43,0,4,13,0
3,11,1,28.821289,32,1,1,13,0
3,7,1,28.821289,57,1,6,13,0
3,12,1,56.800781,37,0,10,15,0
2,4,1,56.800781,23,1,3,16,0
2,5,1,56.800781,33,1,9,15,0
2,8,1,56.800781,23,0,5,13,0
2,4,1,56.800781,63,0,2,8,0
3,10,1,56.800781,76,1,6,13,0
4,14,1,56.800781,35,0,1,13,0
2,8,1,56.800781,20,1,2,15,0
1,6,1,43.746094,35,1,1,15,0
3,10,1,43.746094,26,1,9,13,0
4,11,1,43.746094,46,0,4,8,0
4,8,1,38.417969,72,0,9,15,0
2,13,1,38.417969,32,0,10,15,0
3,7,1,38.417969,63,1,10,15,0
3,8,1,38.417969,65,1,10,15,0
3,11,1,11.643555,61,1,5,8,0
3,7,1,11.643555,60,0,10,12,0
3,11,1,11.643555,27,1,10,14,0
2,9,1,11.643555,46,1,7,13,0
4,10,1,11.643555,30,0,5,15,0
2,5,1,11.643555,28,1,8,13,0
3,11,1,11.643555,65,0,5,10,0
3,9,1,57.981445,24,1,9,15,0
3,10,1,57.981445,39,1,10,15,0
2,4,1,57.981445,27,1,6,15,0
4,13,1,57.981445,29,1,10,15,0
4,15,1,57.981445,28,1,10,15,0
3,9,1,57.981445,24,1,3,14,0
2,7,1,57.981445,53,1,6,11,0
3,10,1,57.981445,61,1,8,1,0
3,10,1,57.981445,49,0,8,15,0
2,10,1,57.981445,39,1,5,15,0
3,9,1,57.981445,67,1,7,1,0
4,8,1,57.981445,43,0,2,6,0
3,13,1,57.981445,52,0,9,15,0
3,12,1,57.981445,27,1,6,15,0
3,7,1,57.981445,28,0,7,14,0
3,9,1,57.981445,26,0,6,13,0
2,10,1,57.981445,32,0,2,13,0
3,10,1,57.981445,44,1,5,13,0
2,4,1,57.981445,59,0,2,8,0
3,5,1,57.125977,62,0,2,15,0
3,6,1,57.125977,79,1,9,13,0
4,7,1,57.125977,45,0,6,8,0
4,7,1,57.125977,69,0,9,8,0
2,11,1,57.125977,18,0,1,13,0
3,10,1,58.580078,51,1,10,15,0
3,4,1,58.580078,52,1,10,15,0
4,11,1,58.580078,40,1,10,15,0
3,10,1,58.580078,45,0,1,10,0
3,10,1,58.580078,21,1,3,13,0
3,8,1,58.580078,56,1,10,15,0
3,11,1,58.580078,35,1,6,15,0
2,8,1,58.580078,31,1,9,15,0
4,13,1,58.580078,52,1,8,15,0
4,8,1,58.580078,65,0,9,15,0
2,5,1,58.580078,45,1,10,15,0
4,9,1,58.580078,64,1,10,15,0
3,7,1,58.580078,36,0,4,15,0
2,3,1,58.580078,34,0,6,14,0
3,8,1,58.580078,36,1,9,15,0
4,8,1,58.580078,74,0,6,9,0
3,9,1,58.580078,59,1,10,15,0
3,12,1,61.178711,39,1,10,15,0
2,5,1,61.178711,62,0,2,15,0
1,4,1,61.178711,43,0,2,8,0
2,7,1,61.178711,41,1,4,8,0
1,4,1,61.178711,20,1,6,15,0
3,12,1,61.178711,78,1,6,15,0
2,10,1,61.178711,21,1,1,13,0
3,11,1,61.178711,56,0,6,7,0
3,7,1,61.178711,36,1,5,17,0
4,8,1,61.178711,63,0,8,14,0
4,6,1,61.178711,19,1,9,13,0
2,8,1,61.178711,58,1,10,13,0
3,10,1,61.178711,23,1,1,13,0
2,10,1,61.178711,58,0,5,10,0
3,11,1,61.178711,62,1,4,16,0
2,7,1,61.178711,26,1,9,10,0
4,5,1,61.178711,45,1,2,11,0
3,10,1,61.178711,31,1,10,13,0
2,9,1,61.178711,38,0,9,13,0
2,5,1,5.6337891,28,1,2,15,0
3,10,1,17.950195,44,0,6,8,0
4,10,1,51.336914,51,1,7,8,0
3,5,1,51.336914,34,1,6,15,0
3,7,1,51.336914,33,0,1,11,0
2,7,1,51.336914,32,1,8,15,0
3,11,1,51.336914,59,1,10,15,0
2,7,1,51.336914,28,1,6,15,0
3,12,1,51.336914,74,1,7,7,0
1,3,1,51.336914,68,0,2,8,0
4,10,1,51.336914,31,1,10,15,0
2,8,1,51.336914,45,0,9,15,0
3,11,1,31.430664,28,0,4,15,0
3,7,1,31.430664,48,1,7,15,0
3,7,1,8.0390625,35,1,7,13,0
3,5,1,100.17871,55,0,5,8,0
3,8,1,100.17871,22,0,6,2,0
1,7,1,100.17871,23,1,3,12,0
3,8,1,100.17871,46,1,5,9,0
3,9,1,100.17871,31,0,2,13,0
4,6,1,100.17871,62,1,10,15,0
3,5,1,58.580078,25,1,5,14,0
3,6,1,58.580078,65,1,10,12,0
3,12,1,58.580078,60,0,5,12,0
2,5,1,58.580078,63,1,2,13,0
2,5,1,58.580078,25,1,7,15,0
3,12,1,58.580078,75,0,3,13,0
4,9,1,58.580078,63,0,8,11,0
2,5,1,58.580078,40,0,10,15,0
4,6,1,58.580078,41,1,8,15,0
3,11,1,58.580078,52,0,10,14,0
2,5,1,58.580078,47,0,2,8,0
3,8,1,58.580078,69,1,6,8,0
4,14,1,58.580078,41,1,10,15,0
3,12,1,.71191406,40,0,8,12,0
2,6,1,25.732422,21,0,7,17,0
4,13,1,25.732422,67,1,10,15,0
4,6,1,25.732422,24,1,4,15,0
2,9,1,50.808594,29,0,9,15,0
3,10,1,50.808594,37,0,9,13,0
3,6,1,50.808594,21,1,2,15,0
2,9,1,50.808594,20,1,6,13,0
3,7,1,50.808594,59,0,9,7,0
3,11,1,50.808594,20,1,4,13,0
3,6,1,50.808594,42,1,8,15,0
3,8,1,50.808594,42,1,6,13,0
1,9,1,50.808594,34,0,4,14,0
3,8,1,50.808594,36,0,6,13,0
4,7,1,50.808594,51,0,2,14,0
3,6,1,50.808594,44,1,8,15,0
3,9,1,50.808594,51,1,10,15,0
3,10,1,50.808594,52,0,4,8,0
2,6,1,50.808594,28,0,2,11,0
3,9,1,50.808594,27,0,1,12,0
3,9,1,50.808594,56,0,1,8,0
3,11,1,50.808594,46,0,10,15,0
3,12,1,44.746094,42,0,8,12,0
4,12,1,44.746094,41,1,9,14,0
3,7,1,44.746094,66,1,8,2,0
4,10,1,44.746094,46,0,2,13,0
3,12,1,44.746094,47,1,7,16,0
1,6,1,44.746094,25,1,2,6,0
3,6,1,44.746094,34,1,10,15,0
3,7,1,44.746094,33,0,7,12,0
4,6,1,44.746094,44,0,2,13,0
3,9,1,44.746094,49,0,7,13,0
3,7,1,51.154297,67,1,2,11,0
4,6,1,51.154297,60,0,10,15,0
4,14,1,51.154297,24,1,10,15,0
3,13,1,51.154297,55,1,4,10,0
4,6,1,51.154297,24,1,7,15,0
3,11,1,51.154297,62,0,6,8,0
3,11,1,51.154297,73,1,4,13,0
3,5,1,51.154297,48,1,6,15,0
3,9,1,51.154297,48,1,5,13,0
4,9,1,51.154297,49,1,3,13,0
3,10,1,17.952148,45,0,8,12,0
4,8,1,17.952148,54,0,2,8,0
3,7,1,17.952148,20,1,6,15,0
3,6,1,17.952148,38,1,5,15,0
2,4,1,17.952148,30,0,9,15,0
3,6,1,17.952148,39,1,9,13,0
4,12,1,44.987305,24,0,6,13,0
3,7,1,44.987305,53,1,10,15,0
3,9,1,44.987305,31,0,3,8,0
4,10,1,44.987305,58,1,7,15,0
4,5,1,20.37793,23,1,4,9,0
1,7,1,20.37793,61,1,10,15,0
3,5,1,70.494141,44,1,10,15,0
2,8,1,43.577148,36,1,6,16,0
3,8,1,43.577148,52,1,3,8,0
3,13,1,43.577148,26,0,6,13,0
3,11,1,43.577148,30,1,8,15,0
3,7,1,43.577148,49,1,10,15,0
3,6,1,43.577148,21,0,5,15,0
2,4,0,19.378906,43,0,1,8,0
2,10,1,43.705078,45,1,2,13,0
4,7,0,43.705078,69,0,3,7,0
4,9,0,43.705078,63,0,3,6,0
3,8,1,39.861328,71,0,3,8,0
2,4,1,39.861328,39,0,6,13,0
3,7,1,39.861328,23,1,9,15,0
3,8,1,39.861328,32,1,6,14,0
2,8,1,39.861328,54,0,1,15,0
4,8,1,39.861328,73,0,2,7,0
1,4,1,39.861328,22,0,10,14,0
3,15,0,39.861328,82,1,10,6,0
2,7,1,39.861328,21,0,10,15,0
3,12,1,39.861328,41,0,2,3,0
3,5,1,39.861328,48,0,1,13,0
2,5,1,39.861328,22,0,8,15,0
4,7,1,12.930664,49,0,8,8,0
3,12,1,4.7304688,35,0,2,15,0
3,4,1,4.7304688,29,1,7,15,0
3,6,1,37.158203,64,0,2,8,0
4,8,1,2.2802734,47,0,7,8,0
2,3,1,17.070313,31,1,1,15,0
3,7,1,17.070313,37,1,6,16,0
2,7,1,17.070313,53,0,5,14,0
3,6,1,17.070313,51,1,10,15,0
4,5,1,17.070313,27,1,1,15,0
3,6,1,17.070313,45,0,4,8,0
1,6,1,17.070313,26,1,8,15,0
3,10,1,17.070313,43,1,6,15,0
2,4,1,17.070313,61,1,2,7,0
4,8,1,17.070313,52,0,1,8,0
4,11,1,17.070313,51,0,7,16,0
3,8,1,17.070313,42,0,6,13,0
2,6,1,32.640625,61,1,8,15,0
4,8,1,32.640625,30,1,10,15,0
4,11,1,32.640625,54,1,1,8,0
3,10,1,32.640625,58,1,2,10,0
3,10,1,32.640625,38,1,10,15,0
4,10,1,28.821289,28,0,4,13,0
2,6,1,28.821289,35,0,1,14,0
3,10,1,28.821289,63,1,8,15,0
3,7,1,28.821289,69,1,5,8,0
3,7,1,28.821289,48,1,9,15,0
3,9,1,28.821289,41,0,3,13,0
4,10,1,28.821289,46,1,9,13,0
3,9,0,28.821289,76,0,5,8,0
3,6,1,50.374023,24,0,10,15,0
2,12,1,50.374023,58,1,1,13,0
4,10,1,50.374023,66,1,10,15,0
3,11,1,28.821289,72,1,3,15,0
4,10,1,6.2675781,20,1,3,7,0
3,8,1,78.094727,46,0,8,10,0
4,10,1,78.094727,53,0,10,15,0
2,3,1,,56,1,1,13,0
4,15,1,62.030273,39,0,1,8,0
2,4,1,62.030273,60,0,1,15,0
3,7,1,62.030273,31,1,9,15,0
2,5,1,62.030273,26,0,1,15,0
2,6,1,62.030273,23,0,1,15,0
3,10,1,62.030273,41,0,1,8,0
3,8,1,62.030273,33,0,8,15,0
2,8,1,62.030273,28,0,8,17,0
2,8,1,62.030273,21,0,2,13,0
3,5,1,62.030273,44,0,10,8,0
3,13,1,8.3349609,33,1,10,15,0
3,4,1,5.4541016,67,1,2,14,0
1,5,1,3.3056641,64,1,5,15,0
3,12,1,3.3056641,48,1,10,15,0
4,10,1,3.3056641,63,1,9,16,0
4,14,1,46.917969,37,0,6,13,0
3,10,1,46.917969,30,1,9,13,0
4,12,1,46.917969,41,1,9,15,0
2,9,1,46.917969,46,0,10,13,0
3,7,1,46.917969,67,0,8,15,0
3,5,1,46.917969,64,1,10,15,0
4,10,1,46.917969,68,1,8,15,0
2,8,1,64.763672,37,1,5,13,0
2,8,1,64.763672,38,1,8,17,0
2,13,1,64.763672,56,1,10,15,0
3,13,1,64.763672,26,1,6,15,0
3,8,1,64.763672,41,1,9,15,0
2,13,1,64.763672,34,1,5,15,0
2,9,1,35.603516,47,1,6,15,0
3,7,1,35.603516,44,0,8,11,0
3,10,1,57.383789,49,0,8,15,0
2,3,1,57.383789,24,1,1,13,0
3,11,1,57.383789,46,1,10,15,0
3,6,1,57.383789,62,1,9,15,0
3,15,1,57.383789,38,0,1,15,0
3,7,1,57.383789,45,0,3,13,0
3,13,1,57.383789,42,1,10,15,0
3,12,1,57.383789,49,0,8,15,0
3,7,1,57.383789,39,1,10,15,0
3,6,1,57.383789,24,1,3,15,0
3,9,1,57.383789,39,0,9,13,0
2,9,1,57.383789,59,1,9,14,0
2,6,1,57.383789,31,1,2,8,0
2,6,1,57.383789,35,1,10,15,0
2,5,1,57.383789,21,1,2,13,0
3,8,1,57.383789,36,0,8,15,0
4,15,1,57.383789,67,1,10,15,0
3,9,1,57.383789,22,1,10,13,0
2,6,1,57.383789,53,1,9,15,0
3,8,1,57.383789,53,1,8,15,0
3,8,1,57.383789,28,0,3,8,0
2,4,1,57.383789,55,0,5,14,0
4,9,1,57.383789,63,1,5,15,0
3,6,1,57.383789,50,1,9,14,0
3,11,1,57.383789,41,1,9,15,0
3,9,1,57.383789,33,0,4,13,0
3,5,1,57.383789,66,1,10,15,0
3,7,1,57.383789,64,1,10,15,0
3,7,1,57.383789,48,0,10,15,0
2,4,1,57.383789,35,1,10,15,0
3,8,1,57.383789,26,1,9,13,0
2,6,1,57.383789,42,1,9,13,0
3,4,1,57.383789,56,1,5,8,0
2,6,1,57.383789,44,0,1,13,0
2,7,1,57.383789,36,0,9,13,0
2,5,1,57.383789,41,1,1,8,0
4,16,1,57.383789,61,1,10,15,0
4,10,1,57.383789,58,0,8,8,0
3,9,1,57.383789,46,0,10,15,0
3,6,1,57.383789,37,1,9,15,0
2,3,1,57.383789,28,1,10,15,0
3,5,1,57.383789,58,0,5,13,0
3,7,1,57.383789,21,0,8,13,0
3,9,1,57.383789,23,0,6,15,0
4,8,1,57.383789,27,0,1,13,0
3,8,1,57.383789,57,0,8,8,0
1,7,1,57.383789,24,1,10,14,0
3,10,1,57.383789,64,0,10,15,0
4,6,1,57.383789,40,0,1,5,0
4,11,1,57.383789,53,0,10,9,0
3,4,1,57.383789,58,1,10,15,0
3,5,1,57.383789,25,1,9,15,0
3,10,1,57.383789,33,1,10,16,0
2,4,1,57.383789,69,1,2,15,0
3,11,1,57.383789,20,1,9,13,0
3,8,1,57.383789,30,1,10,15,0
3,7,1,57.383789,63,1,10,15,0
4,5,1,57.383789,50,0,7,13,0
3,9,1,57.383789,20,1,5,13,0
3,10,1,57.383789,75,0,10,15,0
3,7,1,57.383789,19,1,5,11,0
4,8,1,57.383789,35,1,10,15,0
3,8,1,57.383789,32,1,10,15,0
3,8,1,57.383789,24,1,10,15,0
2,5,1,57.383789,64,1,2,13,0
2,8,1,57.383789,24,1,2,16,0
2,7,1,57.383789,48,0,5,12,0
1,3,1,57.383789,25,0,1,15,0
3,12,1,57.383789,62,0,8,15,0
3,8,1,57.383789,61,1,8,17,0
2,5,1,57.383789,36,1,10,17,0
4,7,1,57.383789,42,1,10,15,0
4,11,1,1.0537109,21,0,1,13,0
4,8,1,9.9589844,39,1,10,15,0
3,5,1,9.9589844,56,0,6,8,0
2,4,1,9.9589844,29,1,2,11,0
2,6,1,9.9589844,30,1,1,8,0
2,3,1,9.9589844,38,1,10,15,0
4,10,1,54.243164,33,1,3,8,0
3,5,1,28.821289,45,0,8,16,0
2,9,1,5.2734375,60,0,1,8,0
3,12,1,17.749023,53,0,10,15,0
4,6,1,17.749023,49,0,1,13,0
3,7,1,17.749023,31,1,8,14,0
4,7,1,17.749023,73,0,7,13,0
2,5,1,24.258789,36,0,2,13,0
3,10,1,24.258789,63,0,10,8,0
4,8,1,24.258789,42,1,10,15,0
1,6,1,2.7460938,32,1,8,15,0
3,6,1,1.6357422,49,1,10,15,0
3,7,1,1.6357422,75,1,10,15,0
3,7,1,1.6357422,35,0,6,13,0
3,5,1,1.6357422,48,0,4,13,0
3,10,1,1.6357422,52,1,10,10,0
4,11,1,1.6357422,51,1,10,15,0
2,9,1,6.2861328,22,1,2,15,0
2,6,1,6.2861328,20,1,8,12,0
3,7,1,2.3388672,18,1,8,14,0
3,9,1,6.8300781,62,0,9,15,0
4,10,1,1.0537109,58,0,7,8,0
3,7,1,8.7841797,24,1,2,14,0
4,9,1,1.0703125,25,0,2,13,0
3,8,1,7.7412109,28,0,1,13,0
2,8,1,5.7041016,44,0,7,15,0
2,8,1,1.5556641,20,0,8,15,0
4,9,1,28.821289,28,0,10,15,0
3,10,1,28.821289,21,1,2,13,0
3,7,1,28.821289,72,1,10,15,0
2,4,1,28.821289,19,0,7,13,0
2,6,1,28.821289,57,0,2,16,0
3,9,1,28.821289,75,0,10,15,0
2,4,1,28.821289,25,1,6,13,0
4,6,1,28.821289,34,0,10,15,0
3,10,1,28.821289,32,1,7,15,0
3,9,1,,37,0,1,7,0
3,9,1,14.431641,23,1,7,15,0
3,9,1,14.431641,40,1,4,11,0
2,8,1,8.6503906,47,0,10,14,0
3,10,1,1.2167969,35,1,4,16,0
2,6,1,1.2167969,49,1,2,8,0
4,10,1,1.2167969,50,1,10,15,0
2,9,1,1.2167969,25,0,1,12,0
3,6,1,1.2167969,41,1,10,15,0
4,11,1,1.2167969,58,1,6,14,0
3,6,1,1.2167969,41,1,9,15,0
3,8,1,14.509766,54,1,9,15,0
4,7,1,5.8886719,59,0,8,8,0
3,6,1,5.8886719,53,1,9,8,0
3,8,1,32.680664,21,1,9,15,0
4,6,1,32.680664,49,1,4,15,0
2,4,1,4.7226563,63,1,8,15,0
3,14,1,4.7226563,18,1,10,15,0
3,13,1,4.7226563,43,1,8,15,0
4,11,1,4.7226563,62,1,10,15,0
3,6,1,27.655273,48,1,10,15,0
3,7,1,27.655273,56,0,9,13,0
3,6,1,27.655273,58,0,10,15,0
3,12,1,27.655273,31,1,2,15,0
3,6,1,4.3134766,63,1,10,15,0
3,8,1,4.3134766,56,1,5,15,0
3,5,1,4.3134766,44,1,8,15,0
4,13,1,9.4130859,33,1,3,8,0
