,City,Latitude,Longitude,Latitude_num,Longitude_num,avg_d_kbps
193,AR: Chubut-Sarmiento,-45.333333333333336,-69.0,-45.333333333333336,-69.0,7154
194,AR: La Rioja-General Ocampo,-31.0,-66.25,-31.0,-66.25,2105
195,AR: Buenos Aires-Tordillo,-36.5,-57.25,-36.5,-57.25,5978
196,AR: Formosa-Formosa,-25.0,-60.0,-25.0,-60.0,2430
197,AR: La Pampa-Santa Rosa,-36.61666666666667,-64.28333333333333,-36.61666666666667,-64.28333333333333,22631
198,AR: Corrientes-Paso de los Libres,-29.689166666666665,-57.151944444444446,-29.689166666666665,-57.151944444444446,4460
199,AR: Buenos Aires-Tornquist,-38.25,-62.25,-38.25,-62.25,4893
200,AR: Buenos Aires-Coronel Dorrego,-38.666666666666664,-61.166666666666664,-38.666666666666664,-61.166666666666664,5299
201,BO: Beni-Trinidad,-14.833333333333334,-64.9,-14.833333333333334,-64.9,4273
202,BO: Beni-Riberalta,-11.01,-66.0525,-11.01,-66.0525,8116
203,BO: Cochabamba-Nueva Galilea,0.0,0.0,0.0,0.0,343
204,BO: Chuquisaca-Sucre,-19.033055555555556,-65.2625,-19.033055555555556,-65.2625,12609
205,BO: Chuquisaca-Surima,-19.026944444444442,-64.86777777777777,-19.026944444444442,-64.86777777777777,26311
206,BO: Chuquisaca-Nor Cinti-San Lucas-Padcoyo,0.0,0.0,0.0,0.0,343
207,BO: Cochabamba-Cochabamba,-17.389444444444443,-66.15666666666667,-17.389444444444443,-66.15666666666667,14691
208,BO: Cochabamba-Sacaba,-17.397777777777776,-66.03805555555556,-17.397777777777776,-66.03805555555556,16168
209,BO: Cochabamba-Quillacollo,-17.392222222222223,-66.27833333333334,-17.392222222222223,-66.27833333333334,7791
210,BO: Cochabamba-Ivirgarzama,-17.050833333333333,-64.86583333333333,-17.050833333333333,-64.86583333333333,4227
211,BO: Cochabamba-Arachaca,0.0,0.0,0.0,0.0,343
212,BO: Cochabamba-Chinchilla,0.0,0.0,0.0,0.0,343
213,BO: Cochabamba-Pocona,-17.65,-65.4,-17.65,-65.4,27876
214,BO: Cochabamba-Tutimayu,0.0,0.0,0.0,0.0,343
215,BO: La Paz-La Paz,-16.5,-68.15,-16.5,-68.15,16911
216,BO: La Paz-El Alto,-16.513333333333332,-68.19222222222223,-16.513333333333332,-68.19222222222223,28428
217,BO: La Paz-Patacamaya,-17.23611111111111,-67.91416666666667,-17.23611111111111,-67.91416666666667,2958
218,BO: La Paz-Cairoma,-16.9,-67.55,-16.9,-67.55,12365
219,BO: La Paz-Inquisivi,-16.95777777777778,-67.1563888888889,-16.95777777777778,-67.1563888888889,12365
220,BO: La Paz-San Antonio,-15.324444444444444,-67.52194444444444,-15.324444444444444,-67.52194444444444,5500
221,BO: Santa Cruz-San Carlos-Santa Fe,0.0,0.0,0.0,0.0,343
222,BO: La Paz-Taipiplaya,-15.833333333333334,-67.6,-15.833333333333334,-67.6,672
223,BO: Oruro-Oruro,-17.983333333333334,-67.15,-17.983333333333334,-67.15,9312
224,BO: La Paz-Antequera,-17.666666666666668,-68.11666666666666,-17.666666666666668,-68.11666666666666,1211
225,BO: Pando-Cobija,-11.026666666666667,-68.76916666666666,-11.026666666666667,-68.76916666666666,3229
226,BO: Potosí-Tomás Frías-Yocalla-Santa Lucía,0.0,0.0,0.0,0.0,343
