,City,Latitude,Longitude,avg_d_kbps,avg_u_kbps,avg_lat_ms
935,NI: Matagalpa-Matagalpa,12.925555555555555,-85.91722222222222,8643,3019,40
936,NI: Nueva Segovia-Ocotal,13.631944444444445,-86.47500000000001,12894,3847,61
937,NI: R.A.A.N-Puerto Cabezas,0.0,0.0,29513,31213,23
938,NI: RÃ­o San Juan-San Carlos,11.123611111111112,-84.77777777777777,5555,750,56
939,NI: Rivas-Rivas,11.3,-85.75,1481,1312,29
940,NI: Boaco-Camoapa,12.511388888888888,-85.20972222222223,9716,787,35
941,NI: Boaco-Santa LucÃ­a,12.533333333333333,-85.7,7242,1034,36
942,NI: Carazo-Diriamba,11.784166666666666,-86.31388888888888,8745,9201,21
943,NI: Carazo-San Marcos,11.917777777777777,-86.27472222222222,2896,4129,8
944,NI: Chinandega-Chichigalpa,12.545555555555556,-87.04166666666667,24493,11491,10
945,NI: Chinandega-El Viejo,12.663333333333334,-87.16638888888889,13924,6862,17
946,NI: Chinanedga-Somotillo,0.0,0.0,29513,31213,23
947,NI: Chontales-Acoyapa,11.86888888888889,-85.12805555555555,8080,3825,21
948,NI: Chontales-San Pedro del LÃ³vago,0.0,0.0,29513,31213,23
949,NI: EstelÃ­-Condega,13.341111111111111,-86.35305555555556,11818,3285,51
950,NI: EstelÃ­-San Juan de Limay,13.19138888888889,-86.57722222222222,4781,776,40
951,NI: Granada-Nandaime,11.714444444444444,-86.01916666666666,13185,7398,5
952,NI: Jinotega-El CuÃ¡-Bocay,0.0,0.0,29513,31213,23
953,NI: Jinotega-San JosÃ© de Bocay,13.533333333333333,-85.53333333333333,2069,2044,32
954,NI: Jinotega-San SebastiÃ¡n de YalÃ­,13.375555555555556,-86.14277777777778,7104,709,45
955,NI: Jinotega-WiwilÃ­ de Jinotega,13.612222222222222,-85.81944444444444,6432,930,36
956,NI: LeÃ³n-La Paz Centro,12.436388888888889,-86.63027777777778,8319,2850,12
957,NI: LeÃ³n-Nagarote,12.200277777777776,-86.62444444444444,25922,6137,34
958,NI: LeÃ³n-Telica,12.620833333333334,-86.80833333333334,5353,3382,9
959,NI: Madriz-San Lucas,13.4075,-86.64583333333334,2673,441,50
960,NI: Managua-El Crucero,11.98,-86.31138888888889,7589,7737,68
961,NI: Managua-San Francisco Libre,12.50388888888889,-86.20777777777778,5469,698,8
962,NI: Managua-Ticuantepe,12.020277777777778,-86.205,7679,2196,10
963,NI: Managua-Tipitapa,12.197222222222223,-86.09694444444445,5070,2892,27
964,NI: Managua-Villa El Carmen,12.022222222222224,-86.52666666666667,8484,934,73
965,NI: Masaya-Masatepe,11.905555555555557,-86.14944444444446,6708,1693,32
966,NI: Masaya-NindirÃ­,12.04888888888889,-86.1388888888889,2568,1593,56
967,NI: Matagalpa-Ciudad DarÃ­o,12.694444444444445,-86.13861111111112,5202,573,226
968,NI: Matagalpa-El Tuma La Dalia,13.043888888888889,-85.74861111111112,6673,8189,5
969,NI: Matagalpa-MatiguÃ¡s,12.870833333333334,-85.38666666666667,2903,848,101
970,NI: Matagalpa-Rancho Grande,13.260277777777778,-85.57277777777777,38490,50889,7
971,NI: Matagalpa-San Dionisio,12.763055555555555,-85.85138888888888,9854,1039,9
972,NI: Matagalpa-San RamÃ³n,12.929166666666665,-85.72638888888889,3015,34008,16
973,NI: Nueva Segovia-El JÃ­caro,13.722777777777777,-86.13222222222221,3229,60,115
974,NI: Nueva Segovia-Jalapa,13.924722222222222,-86.10166666666666,26175,26437,9
975,NI: Nueva Segovia-QuilalÃ­,13.579444444444444,-86.00638888888889,1491,744,11
976,NI: R.A.A.N-Bonanza,0.0,0.0,29513,31213,23
977,NI: R.A.A.N-Prinzapolka,0.0,0.0,29513,31213,23
978,NI: R.A.A.N-Rosita,0.0,0.0,29513,31213,23
979,NI: R.A.A.N-Siuna,0.0,0.0,29513,31213,23
980,NI: R.A.A.N-Waslala,0.0,0.0,29513,31213,23
981,NI: R.A.A.N-WaspÃ¡n,0.0,0.0,29513,31213,23
982,NI: R.A.A.S-El Ayote,0.0,0.0,29513,31213,23
983,NI: R.A.A.S-Laguna de Perlas,0.0,0.0,29513,31213,23
984,NI: R.A.A.S-Nueva Guinea,0.0,0.0,29513,31213,23
985,NI: R.A.A.S-Paiwas,0.0,0.0,29513,31213,23
986,NI: R.A.A.S-Rama,0.0,0.0,29513,31213,23
987,NI: RÃ­o San Juan-El Almendro,11.678333333333333,-84.70166666666667,4798,1046,14
988,NI: Rivas-Altagracia,11.479722222222222,-85.54166666666667,5218,801,10
989,NI: Rivas-PotosÃ­,11.578333333333333,-85.8775,5367,1030,8
990,PA: ColÃ³n-ColÃ³n,9.354444444444445,-79.9,50406,16166,29
991,PA: PanamÃ¡-ArraijÃ¡n,8.939722222222223,-79.64027777777778,69632,8312,13
992,PA: PanamÃ¡-Capira,8.789722222222222,-80.01805555555555,97288,14508,15
993,PA: PanamÃ¡-Chame,8.616944444444444,-79.91777777777779,1294,412,143
994,PA: PanamÃ¡-Chepo,9.17,-79.10083333333333,221859,10070,12
995,PA: PanamÃ¡-La Chorrera,8.880277777777778,-79.78333333333333,84209,12453,12
996,PA: PanamÃ¡-PanamÃ¡,9.0,-80.0,6591,14923,51
997,PA: PanamÃ¡-San Carlos,8.626944444444446,-80.04722222222222,4270,4754,19
998,PA: PanamÃ¡-San Miguelito,9.050277777777778,-79.47055555555556,116701,22158,11
999,PA: Bocas Del Toro-Changuinola,9.116944444444444,-82.87416666666665,2751,787,20
1000,PA: CoclÃ©-Aguadulce,8.212499999999999,-80.61416666666666,197180,15045,18
1001,PA: CoclÃ©-AntÃ³n,8.463055555555554,-80.19527777777778,31505,5095,16
1002,PA: CoclÃ©-La Pintada,8.694166666666668,-80.54055555555556,16668,12737,12
1003,PA: CoclÃ©-NatÃ¡,8.359722222222222,-80.56444444444445,18739,3899,66
1004,PA: CoclÃ©-PenonomÃ©,8.51888888888889,-80.35722222222222,90845,11955,20
1005,PA: ColÃ³n-Chagres,9.122777777777777,-80.11833333333333,3818,754,10
1006,PA: ChiriquÃ­-Alanje,8.385555555555555,-82.61861111111111,1753,1100,105
1007,PA: ChiriquÃ­-BarÃº,8.809166666666668,-82.54138888888889,2806,1099,43
1008,PA: ChiriquÃ­-BoquerÃ³n,8.616666666666667,-82.56666666666666,3786,1518,108
1009,PA: ChiriquÃ­-Bugaba,8.545277777777777,-82.68444444444445,60387,5751,21
1010,PA: ChiriquÃ­-David,8.427222222222222,-82.43083333333334,82617,9958,24
1011,PA: ChiriquÃ­-Dolega,8.634444444444444,-82.47694444444444,2947,749,182
1012,PA: ChiriquÃ­-Renacimiento,8.74472222222222,-82.78999999999999,3645,1337,26
1013,PA: DariÃ©n-Chepigana,7.923888888888889,-77.94027777777778,3842,5799,21
1014,PA: DariÃ©n-Pinogana,8.352222222222222,-77.83222222222221,29144,86878,5
1015,PA: Herrera-ChitrÃ©,7.960555555555556,-80.42944444444444,60481,17508,13
1016,PA: Herrera-Los Pozos,7.709444444444444,-80.64305555555556,8819,472,47
1017,PA: Herrera-PesÃ©,7.8819444444444455,-80.6325,2442,393,22
1018,PA: Los Santos-Las Tablas,7.764722222222222,-80.27472222222222,45356,6514,31
1019,PA: Los Santos-Los Santos,7.583333333333333,-80.33333333333333,525,1817,18
1020,PA: PanamÃ¡-ChimÃ¡n,8.8025,-78.63666666666667,2519,1250,14
1021,PA: Veraguas-CaÃ±azas,8.355833333333333,-81.28611111111111,2634,1075,70
1022,PA: Veraguas-Las Palmas,8.064166666666667,-81.51361111111112,5064,951,51
1023,PA: Veraguas-Santa Fe,8.672777777777776,-80.99138888888889,114404,14766,15
1024,PA: Veraguas-Santiago,8.1,-80.98333333333333,113453,9668,15
1025,PA: Veraguas-SonÃ¡,7.89111111111111,-81.33527777777778,20639,3727,22
1026,PA: Guna Yala-Guna Yala,9.25,-78.25,2855,33686,54
1027,PA: NgÃ¶be BuglÃ©-Besiko,8.54861111111111,-82.08972222222222,6521,7001,46
1028,PA: NgÃ¶be BuglÃ©-MironÃ³,8.404444444444445,-81.83055555555555,1201,855,20
1029,PA: NgÃ¶be BuglÃ©-MÃ¼na,8.350277777777777,-81.67194444444445,2949,1143,181
1030,PA: NgÃ¶be BuglÃ©-KankintÃº,8.895,-81.85749999999999,3344,558,40
1031,PA: NgÃ¶be BuglÃ©-KusapÃ­n,9.171111111111111,-81.89611111111111,2605,3896,106
1032,PY: AsunciÃ³n-Asuncion,-25.28638888888889,-57.64694444444444,42107,9468,10
1033,PY: Misiones-San Ignacio,-27.0,-57.0,321,473,240
1034,PY: Misiones-Ayolas,-27.384166666666665,-56.839444444444446,16605,18994,31
1035,PY: Central-Ãemby,-25.39472222222222,-57.535555555555554,36381,7200,50
1036,PY: ItapÃºa-San Pedro del ParanÃ¡,-26.729999999999997,-56.00833333333333,68,4365,24
1037,PY: ItapÃºa-General Artigas,-26.904999999999998,-56.37583333333333,467,2491,171
1038,PY: ItapÃºa-Carmen del ParanÃ¡,-27.208333333333332,-56.09805555555556,3181,3081,14
1039,PY: ItapÃºa-La EncarnaciÃ³n,-26.977777777777778,-55.89722222222222,19303,6376,12
1040,PY: ItapÃºa-Hohenau,-27.086666666666666,-55.64416666666666,16560,14747,23
1041,PY: Central-San Lorenzo,-25.339444444444442,-57.50861111111111,61733,12551,10
1042,PY: Central-Aregua,-25.3125,-57.38472222222222,29614,5056,9
1043,PY: Central-Mariano Roque Alonso,-25.20777777777778,-57.53194444444444,49249,8348,6
1044,PY: ItapÃºa-Carlos Antonio LÃ³pez,-26.357222222222223,-54.925555555555555,8162,4738,15
1045,PY: ItapÃºa-Natalio,-26.734166666666667,-55.13916666666667,11716,5192,2
1046,PY: Central-LambarÃ©,-25.346666666666664,-57.60638888888889,55453,10868,8
1047,PY: ItapÃºa-TomÃ¡s Romero Pereira,-26.473333333333333,-55.282222222222224,8425,7366,15
1048,PY: ItapÃºa-PirapÃ³,-26.833333333333332,-55.514722222222225,7641,4448,13
1049,PY: Central-Fernando de la Mora,-25.33833333333333,-57.52166666666667,35713,25868,10
1050,PY: San Pedro-25 de diciembre,-24.772499999999997,-56.801111111111105,506,1742,7
1051,PY: San Pedro-San Estanislao,-24.645555555555553,-56.39222222222222,1122,1287,15
1052,PY: San Pedro-Villa Del Rosario,-24.560833333333335,-57.07694444444445,5884,2912,34
1053,PY: GuairÃ¡-Villarrica,-25.749444444444446,-56.434999999999995,37306,42623,5
1054,PY: Central-Capiata,-25.355,-57.445277777777775,39911,6964,37
1055,PY: GuairÃ¡-Paso Yobai,-25.739166666666666,-55.91305555555555,3008,8683,30
1056,PY: San Pedro-Capiibary,-24.731666666666666,-56.02027777777778,4988,4009,28
1057,PY: San Pedro-GuayaibÃ­,-24.533333333333335,-56.403888888888886,18882,23500,17
1058,PY: San Pedro-ChorÃ©,-24.184166666666666,-56.632777777777775,2054,485,88
1059,PY: CaazapÃ¡-San Juan Nepomuceno,-26.231388888888887,-55.900555555555556,8399,4674,39
1060,PY: CaazapÃ¡-Yuty,-26.607222222222223,-56.335,85,450,12
1061,PY: CaazapÃ¡-Yegros,-26.541944444444447,-56.56194444444444,2323,1724,47
1062,PY: San Pedro-General Isidro ResquÃ­n,-24.030833333333334,-56.12888888888889,4295,3692,101
1063,PY: San Pedro-San Pedro de Ycuamandiyu,-24.085277777777776,-57.08722222222222,4089,4911,16
1064,PY: Amambay-Capitan Bado,-23.424166666666668,-55.812777777777775,11091,13034,18
1065,PY: CaazapÃ¡-Doctor MoisÃ©s Santiago Bertoni,-26.35666666666667,-56.485,2991,3317,11
1066,PY: CaazapÃ¡-CaazapÃ¡,-26.25,-56.06666666666667,4053,946,75
1067,PY: GuairÃ¡-Ãumi,-25.91638888888889,-56.314166666666665,7967,1521,38
1068,PY: Amambay-Pedro Juan Caballero,-22.547222222222224,-55.733333333333334,38650,20722,28
1069,PY: ParaguarÃ­-YbytymÃ­,-25.75861111111111,-56.802499999999995,1370,932,74
1070,PY: ConcepciÃ³n-Horqueta,-23.343055555555555,-57.051944444444445,1661,358,27
1071,PY: Central-ItÃ¡,-25.50027777777778,-57.36694444444444,14036,2207,12
1072,PY: ParaguarÃ­-YbycuÃ­,-26.020555555555553,-57.01694444444444,40221,41445,98
1073,PY: ConcepciÃ³n,-23.399722222222223,-57.43222222222222,19933,8634,32
1074,PY: ParaguarÃ­-Acahay,-25.889166666666664,-57.07638888888889,414,1744,41
1075,PY: ParaguarÃ­-Quiindy,-26.0,-57.166666666666664,1835,1966,63
1076,PY: ParaguarÃ­-CarapeguÃ¡,-25.75888888888889,-57.328611111111115,14304,5041,23
1077,PY: Presidente Hayes-Pozo Colorado,-23.466666666666665,-58.96666666666667,2903,2895,17
1078,PY: Central-ItauguÃ¡,-25.3925,-57.35416666666667,48588,12421,11
1079,PY: Central-JuliÃ¡n Augusto SaldÃ­var,0.0,0.0,29513,31213,23
1080,PY: Alto ParanÃ¡-Ciudad Del Este,-25.509722222222223,-54.611111111111114,32170,17631,14
1081,PY: Central-Luque,-25.266944444444444,-57.490833333333335,46544,11746,10
1082,PY: Cordillera-CaacupÃ©,-25.385555555555555,-57.14194444444444,27298,9979,12
1083,PY: Cordillera-Piribebuy,-25.46472222222222,-57.041666666666664,9409,4727,39
1084,PY: CaaguazÃº-VaquerÃ­a,-24.97472222222222,-55.76277777777778,750,3730,32
1085,PY: CaaguazÃº-YhÃº,-25.2,-55.833333333333336,21001,15030,26
1086,PY: CaaguazÃº-CaaguazÃº,-25.2,-55.833333333333336,21001,15030,26
1087,PY: CanindeyÃº-Curuguaty,-24.471666666666664,-55.69222222222222,18158,21409,6
1088,PY: Alto ParanÃ¡-Presidente Franco,-25.56361111111111,-54.61083333333333,32078,6624,35
1089,PY: CaaguazÃº-Doctor Juan Manuel Frutos,-25.38361111111111,-55.831944444444446,1476,514,22
1090,PY: CaaguazÃº-RepatriaciÃ³n,-25.535,-55.992222222222225,2254,1171,37
1091,PY: CaaguazÃº-Coronel Oviedo,-25.444444444444446,-56.44027777777777,33367,17321,7
1092,PY: CanindeyÃº-Salto del GuairÃ¡,-24.0625,-54.30694444444444,10700,9974,36
1093,PY: CanindeyÃº-Nueva Esperanza,-24.581666666666667,-54.653888888888886,556,372,14
1094,PY: Alto ParanÃ¡-San Alberto,-24.97583333333333,-54.90611111111111,17290,19102,2
1095,PY: Alto ParanÃ¡-Doctor Juan LeÃ³n MallorquÃ­n,-25.483611111111113,-55.254444444444445,7144,5500,11
1096,PY: CaaguazÃº-La Pastora,-25.250555555555554,-56.55,5123,19990,4
1097,PY: Alto ParanÃ¡-Hernandarias,-25.315,-54.77777777777778,5238,2826,27
1098,PY: Alto ParanÃ¡-MbaracayÃº,-25.01527777777778,-54.68888888888888,10934,5117,14
1099,PY: Alto ParanÃ¡-Itakyry,-24.81416666666667,-55.152499999999996,5603,20701,31
1100,PY: Alto ParanÃ¡-Minga GuazÃº,-25.503333333333334,-54.84138888888889,6641,4760,6
1101,PY: ÃeembucÃº-Villa Oliva,-26.04388888888889,-57.7275,1157,1499,46
1102,PY: ÃeembucÃº-Alberdi,-26.189722222222223,-58.07083333333334,4716,1765,52
1103,PY: Presidente Hayes-Benjamin Aceval,-24.39611111111111,-58.044999999999995,2150,1421,37
1104,PY: Central-Nueva Italia,-25.773055555555555,-57.47666666666667,1489,229,67
1105,PY: Central-YpanÃ©,-25.460277777777776,-57.509166666666665,26747,7698,11
1106,PY: Central-Villeta,-25.339444444444442,-57.50861111111111,61733,12551,10
1107,PY: Presidente Hayes-Nanawa,-25.282777777777778,-57.70055555555556,3873,1960,19
1108,PY: Central-Villa Elisa,-25.3675,-57.5925,29784,7550,9
1109,PY: Central-San Antonio,-25.421111111111113,-57.54722222222222,44632,11037,17
1110,PY: Central-Limpio,-25.16611111111111,-57.48555555555556,41199,6803,12
1111,PE: Amazonas-BAGUA,-5.09,-78.39972222222222,3457,3522,48
1112,PE: Ancash-Chimbote,-9.075,-78.5936111111111,72909,17801,11
1113,PE: Ancash-Huaraz,-9.527777777777779,-77.52777777777777,32455,14552,15
1114,PE: Ancash-CACERES DEL PERU,-8.900833333333333,-78.15305555555557,5175,16032,72
1115,PE: Ancash-QUILLO,-9.226666666666667,-77.81555555555555,3820,939,20
1116,PE: Apurimac-Curahuasi,-13.63861111111111,-72.61805555555554,1857,178,33
1117,PE: Arequipa-Arequipa,-16.398888888888887,-71.535,28750,17438,25
1118,PE: Ayacucho-Ayacucho,-13.158611111111112,-74.22305555555556,48990,35744,28
1119,PE: Junin-Rio Tambo,-11.530833333333334,-73.81416666666667,6669,13712,93
1120,PE: Ayacucho-Vinchos,-13.309166666666668,-74.44861111111112,3852,970,47
1121,PE: Cajamarca-Cachachi,-7.5675,-78.25333333333333,4319,4761,28
1122,PE: Cajamarca-Cajamarca,-7.163611111111112,-78.50027777777778,40935,12438,18
1123,PE: Cajamarca-QUEROCOTILLO,-6.196666666666667,-79.09138888888889,8132,8030,24
1124,PE: Cajamarca-EncaÃ±ada,-6.985,-78.40277777777779,3848,2340,22
1125,PE: Cajamarca-Huarango,-5.0811111111111105,-78.70916666666668,5491,1794,38
1126,PE: Cusco-Cusco,-13.5225,-71.96722222222222,45856,15284,22
1127,PE: Cusco-LARES,-13.199166666666667,-72.04472222222222,11048,9176,32
1128,PE: Gran Lima,-12.082222222222223,-77.04527777777777,53574,23840,13
1129,PE: Huancavelica-Acoria,-12.599444444444446,-74.82333333333332,1592,709,61
1130,PE: HuÃ¡nuco-Chinchao,-9.606944444444444,-76.07138888888889,18869,45800,33
1131,PE: HuÃ¡nuco-HuÃ¡nuco,-9.930555555555555,-76.24222222222222,39190,24434,14
1132,PE: Ica-Chincha,-13.409722222222223,-76.13222222222221,45413,17342,27
1133,PE: Ica-Nazca,-14.830833333333333,-74.9388888888889,57306,59738,10
1134,PE: Ica-Yauca Del Rosario,-14.135277777777777,-75.5736111111111,20164,15243,10
1135,PE: Junin-Huancayo,-12.065000000000001,-75.20472222222223,33585,14591,49
1136,PE: Junin-Ingenio,-11.85361111111111,-75.22277777777778,3852,802,29
1137,PE: Junin-La Oroya,-11.51888888888889,-75.89916666666667,4417,1406,23
1138,PE: Junin-SAN RAMON,-11.124166666666667,-75.35722222222222,4973,2345,42
1139,PE: La Libertad-Laredo,-8.089444444444444,-78.96000000000001,12020,14040,13
1140,PE: La Libertad-Trujillo,-8.115833333333333,-79.02972222222222,49738,11859,18
1141,PE: La Libertad-Usquil,-7.8005555555555555,-78.36138888888888,16570,18366,23
1142,PE: Lambayeque-Chiclayo,-6.771111111111111,-79.84083333333332,26794,9523,22
1143,PE: Lambayeque-FerreÃ±afe,-6.333333333333333,-79.5,9319,9705,25
1144,PE: Lambayeque-TUCUME,-6.506111111111111,-79.85722222222222,4711,1787,51
1145,PE: Lima-Huaral,-11.495,-77.20777777777778,34404,17314,19
1146,PE: Loreto-Fernando Lores,-4.278888888888889,-73.11472222222221,5980,6711,33
1147,PE: Loreto-JENARO HERRERA,-4.996111111111111,-73.69833333333334,5980,6711,33
1148,PE: Loreto-Iquitos,-3.748888888888889,-73.25361111111111,2215,2736,63
1149,PE: Piura-Frias,-4.926666666666667,-79.9713888888889,7178,15021,63
1150,PE: Piura-La Arena,-4.807777777777778,-81.205,2345,255,14
1151,PE: Piura-Piura,-5.194444444444445,-80.63277777777778,27432,11903,26
1152,PE: Piura-Santo Domingo,-5.053055555555555,-79.91055555555556,14276,15353,54
1153,PE: Piura-Talara,-4.577222222222222,-81.27194444444444,53472,11551,23
1154,PE: Puno-Moho,-15.335,-69.38027777777778,29700,13009,30
1155,PE: Puno-Huancane,-15.166666666666666,-69.58333333333333,29700,13009,30
1156,PE: Puno-Juliaca,-15.5,-70.13333333333334,24692,15049,16
1157,PE: Puno-Pomata,-16.35666666666667,-69.28805555555556,4263,2359,31
1158,PE: Puno-Puno,-15.841944444444445,-70.01972222222223,33405,13508,21
1159,PE: San MartÃ­n-RIOJA,-6.067777777777778,-77.15972222222223,83272,146326,20
1160,PE: San MartÃ­n-TINGO DE PONASA,-6.970277777777778,-76.21194444444444,1985,1248,89
1161,PE: San MartÃ­n-Tarapoto,-6.508611111111111,-76.37305555555555,31247,40500,32
1162,PE: Tacna-Tacna,-18.014444444444443,-70.25361111111111,31829,10009,13
1163,DO: Distrito Nacional-Santo Domingo De GuzmÃ¡n,18.471666666666664,-69.89222222222223,31052,9122,9
1164,DO: Santo Domingo-Santo Domingo Este,18.488333333333333,-69.85694444444444,34355,8706,15
1165,DO: Santo Domingo-Santo Domingo Oeste,18.5,-70.0,33839,8913,5
1166,DO: Santo Domingo-Santo Domingo Norte,19.615000000000002,-70.57416666666666,3086,3160,3
1167,DO: Santo Domingo-Boca Chica (Mun.),0.0,0.0,29513,31213,23
1168,DO: Santo Domingo-San Antonio de Guerra,18.578888888888887,-69.66277777777778,5850,3436,16
1169,DO: Santo Domingo-Los Alcarrizos (DM),0.0,0.0,29513,31213,23
1170,DO: Santo Domingo-Pedro Brand,18.619444444444444,-70.09055555555555,26360,31932,6
1171,DO: Espaillat-Moca,19.393333333333334,-70.52583333333334,11856,3860,18
1172,DO: Puerto Plata-Puerto Plata,19.793333333333337,-70.68833333333333,12023,3632,35
1173,DO: Santiago-Santiago (Mun.),0.0,0.0,29513,31213,23
1174,DO: La Vega-La Vega,19.221944444444443,-70.52944444444444,21999,6226,18
1175,DO: MonseÃ±or Nouel-Bonao,18.936666666666667,-70.40916666666668,6011,1445,35
1176,DO: Duarte-San Francisco de MacorÃ­s,19.300833333333333,-70.2525,14475,4404,21
1177,DO: Peravia-BanÃ­,18.279444444444444,-70.33166666666666,24258,6719,7
1178,DO: San CristÃ³bal-San CristÃ³bal (Mun.),0.0,0.0,29513,31213,23
1179,DO: San CristÃ³bal-Bajos de Haina,18.415277777777778,-70.03305555555555,7800,1631,39
1180,DO: San Juan-San Juan (Mun.),0.0,0.0,29513,31213,23
1181,DO: La Altagracia-HigÃ¼ey,18.615000000000002,-68.70777777777778,12791,4542,23
1182,DO: La Romana-La Romana (Mun.),0.0,0.0,29513,31213,23
1183,DO: San Pedro de MacorÃ­s-San Pedro de MacorÃ­s (Munic.),0.0,0.0,29513,31213,23
1184,DO: Espaillat-Gaspar HernÃ¡ndez,19.583333333333332,-70.16666666666667,8825,1752,19
1185,DO: Puerto Plata-LuperÃ³n,19.75777777777778,-70.57,10316,603,30
1186,DO: Puerto Plata-Montellano (DM),0.0,0.0,29513,31213,23
1187,DO: Santiago-San JosÃ© de las Matas,19.333333333333332,-71.08333333333333,15956,5825,16
1188,DO: Santiago-Villa GonzÃ¡lez,19.540555555555557,-70.78833333333333,613,1406,23
1189,DO: La Vega-Constanza,18.909166666666664,-70.74472222222222,3775,990,58
1190,DO: La Vega-Jarabacoa,19.116666666666667,-70.63583333333334,6660,2674,48
1191,DO: SÃ¡nchez RamÃ­rez-CotuÃ­,19.052500000000002,-70.14916666666667,4124,1596,46
1192,DO: SÃ¡nchez RamÃ­rez-La Mata (DM),0.0,0.0,29513,31213,23
1193,DO: Duarte-Pimentel,19.184166666666666,-70.1086111111111,4550,891,108
1194,DO: MarÃ­a Trinidad SÃ¡nchez-Nagua,19.383055555555558,-69.84722222222221,14598,3429,29
1195,DO: Maria Trinidad Sanchez-El Factor,19.283333333333335,-69.91666666666667,10039,3271,123
1196,DO: Hermanas Mirabal-Villa Tapia,19.3,-70.4,6403,2849,20
1197,DO: SamanÃ¡-Sanchez,19.169444444444444,-69.6463888888889,4421,1082,40
1198,DO: MonseÃ±or Nouel-Montecristi,0.0,0.0,29513,31213,23
1199,DO: Montecristi-Villa VÃ¡squez,0.0,0.0,29513,31213,23
1200,DO: Valverde-Mao,19.551666666666666,-71.07805555555555,7267,2108,38
1201,DO: Valverde-Esperanza,19.62361111111111,-70.9713888888889,3505,745,21
1202,DO: Azua-Azua de Compostela,18.453055555555554,-70.73472222222222,7055,2947,48
1203,DO: Azua-Peralta,18.58138888888889,-70.77027777777778,4941,1064,13
1204,DO: Peravia-Nizao,18.25,-70.21666666666667,6109,666,84
1205,DO: San CristÃ³bal-Villa Altagracia,18.633333333333333,-70.25,5669,2016,95
1206,DO: San CristÃ³bal-San Gregorio de Nigua,18.383333333333333,-70.08333333333333,1008,844,19
1207,DO: Bahoruco-Neyba,18.481111111111108,-71.41944444444445,5955,995,15
1208,DO: Barahona-Barahona,18.208333333333332,-71.10055555555554,7618,1734,18
1209,DO: Barahona-Cabral,18.25,-71.21666666666667,1924,13020,22
1210,DO: Independencia-JimanÃ­,18.491666666666667,-71.85,10351,1088,13
1211,DO: ElÃ­as PiÃ±a-Comendador,18.8775,-71.70277777777778,1165,181,38
1212,DO: San Juan-Las Matas de Farfan,18.916666666666668,-71.5,9684,6501,48
1213,DO: El Seibo-El Seibo (Mun.),0.0,0.0,29513,31213,23
1214,DO: La Romana-Villa Hermosa,18.45111111111111,-69.04305555555555,4884,1556,24
1215,DO: San Pedro De Macoris-Los Llanos,18.633333333333333,-69.5,18883,12186,19
1216,DO: Monte Plata-Sabana Grande de BoyÃ¡,19.0,-69.83333333333333,7636,2174,16
1217,DO: Hato Mayor-Hato Mayor (Mun.),0.0,0.0,29513,31213,23
1218,UY: Montevideo,-34.903055555555554,-56.18805555555555,63242,15204,5
1219,UY: Canelones-Colinas de Solymar,-34.80333333333333,-55.95944444444445,25667,7275,11
1220,UY: Canelones-San Bautista,-34.415,-55.958333333333336,14511,7099,29
1221,UY: Canelones-AtlÃ¡ntida,-34.77166666666667,-55.75833333333333,31227,8655,125
1222,UY: Canelones-La Paz,-34.72361111111111,-56.26722222222222,5783,1866,68
1223,UY: Canelones-El Pinar,-34.79472222222222,-55.88944444444444,42253,10389,3
1224,UY: Salto-Salto,-31.383333333333333,-57.96666666666667,39764,9909,10
1225,UY: Canelones-Toledo,-34.726111111111116,-56.0925,85876,12188,3
1226,UY: Lavalleja-Minas,-34.0,-55.0,738,447,126
1227,UY: Maldonado-Maldonado,-34.9,-54.95,38556,14432,7
1228,UY: RÃ­o Negro-Fray Bentos,-33.11638888888889,-58.31055555555555,52802,10492,19
1229,UY: Montevideo-Montevideo Rural,0.0,0.0,29513,31213,23
1230,UY: PaysandÃº-PaysandÃº,-32.316944444444445,-58.080555555555556,67939,18397,17
1231,UY: Florida-Florida,-33.833333333333336,-55.916666666666664,13096,278,34
1232,UY: Canelones-Paso Carrasco,-34.83833333333334,-56.03055555555555,893,85,786
1233,UY: TacuarembÃ³-TacuarembÃ³,-31.716944444444444,-55.98111111111111,30686,15027,13
1234,UY: Canelones-Barros Blancos,-34.75222222222222,-56.0025,37951,14054,13
1235,UY: San JosÃ©-San JosÃ© de Mayo,-34.337500000000006,-56.71361111111111,27158,9735,6
1236,UY: Canelones-Canelones,-34.53333333333333,-55.916666666666664,10560,1794,27
1237,UY: Rocha-Rocha,-34.483333333333334,-54.333333333333336,24874,9568,9
1238,UY: Cerro Largo-Fraile Muerto,-32.4925,-54.529444444444444,3261,601,18
1239,UY: Colonia-Colonia del Sacramento,-34.462500000000006,-57.83972222222222,23966,7420,16
1240,UY: Canelones-Las Piedras,-34.730000000000004,-56.21888888888889,45506,16333,4
1241,UY: Soriano-Mercedes,-33.25222222222222,-58.030277777777776,11934,6663,9
1242,UY: Cerro Largo-RÃ­o Branco,-32.59777777777778,-53.38583333333333,3003,427,37
1243,UY: Canelones-San Jacinto,-34.52333333333333,-55.81194444444444,29631,10228,23
1244,UY: Canelones-Canelones rural,0.0,0.0,29513,31213,23
1245,UY: RÃ­o Negro-El OmbÃº,-32.85777777777778,-57.455555555555556,22752,15622,29
1246,UY: Maldonado-San Carlos,-34.79111111111111,-54.918055555555554,6676,713,25
1247,UY: Rivera-Rivera,-30.905277777777776,-55.550555555555555,54365,10196,21
