,City,Latitude,Longitude,avg_d_kbps,avg_u_kbps,avg_lat_ms
302,BR: Sudeste-SÃ£o JosÃ© dos Campos,-23.179444444444446,-45.886944444444445,63188,25444,8
303,BR: Nordeste-Pernambuco-Gameleira,-8.584444444444445,-35.38666666666666,31630,27162,3
304,BR: Sul-ParanÃ¡-Rio Branco do IvaÃ­,-24.355833333333333,-51.341944444444444,3758,4939,7
305,BR: Sudeste-NiterÃ³i,-22.883333333333333,-43.103611111111114,69037,13951,13
306,BR: Sul-Esteio,-29.85,-51.16611111111111,55922,25596,13
307,BR: Nordeste-Aracaju,-10.911111111111111,-37.07166666666667,37387,12095,35
308,BR: Sudeste-Santa Luzia,-21.66472222222222,-48.08277777777778,39821,6673,3
309,BR: Nordeste-Jaqueira,-8.73861111111111,-35.79833333333333,6142,11047,7
310,BR: Sul-Porto Alegre,-30.032777777777778,-51.230000000000004,94773,43569,14
311,BR: Nordeste-ParaÃ­ba-Natuba,-7.558055555555556,-35.54611111111111,4112,1200,4
312,BR: Nordeste-CearÃ¡-AssarÃ©,-6.897222222222221,-39.82888888888889,5032,2483,23
313,BR: Sul-JaraguÃ¡ Do Sul,-26.48611111111111,-49.06666666666667,75540,43241,7
314,BR: Sudeste-Contagem,-19.93166666666667,-44.05361111111111,91169,56538,8
315,BR: Sudeste-ItaboraÃ­,-22.744444444444447,-42.85944444444445,64995,62761,5
316,BR: Sudeste-Nova IguaÃ§u,-22.759166666666665,-43.45111111111111,63686,12887,14
317,BR: Nordeste-ParaÃ­ba-AraÃ§agi,-6.854166666666666,-35.36027777777778,18993,18901,3
318,BR: Sudeste-Rio De Janeiro-PorciÃºncula,-20.962777777777777,-42.04083333333333,21657,19109,11
319,BR: Sul-Alvorada,-29.990277777777777,-51.07805555555556,95637,58439,9
320,BR: Nordeste-VitÃ³ria da Conquista,-14.866111111111111,-40.839444444444446,60770,39530,5
321,BR: Nordeste-Pernambuco-Riacho das Almas,-8.05388888888889,-35.82611111111112,3417,1845,20
322,BR: Nordeste-Recife,-8.05388888888889,-34.88111111111111,104212,58013,8
323,BR: Sudeste-SÃ£o GonÃ§alo,-22.815555555555555,-43.04111111111111,70529,25470,11
324,BR: Sudeste-Belford Roxo,-22.764166666666668,-43.39944444444444,106367,35725,7
325,BR: Sudeste-Passos,-20.718888888888888,-46.609722222222224,91757,61681,18
326,BR: Sudeste-Araruama,-22.872777777777777,-42.34305555555556,59917,64690,4
327,BR: Sudeste-Ouro Preto,-20.39472222222222,-43.505,88680,67672,14
328,BR: Nordeste-SÃ£o LuÃ­s,-2.529722222222222,-44.30277777777778,121345,70755,2
329,BR: Centro Oeste-GoiÃ¢nia,-16.678611111111113,-49.25388888888889,90823,29540,13
330,CO: BogotÃ¡ D.C.,4.609444444444444,-74.08166666666666,39059,19702,60
331,CO: AtlÃ¡ntico,10.968333333333334,-74.78111111111112,16215,4306,36
332,CO: CÃ³rdoba,37.89138888888889,-4.7725,107759,101012,12
333,CO: BolÃ­var,9.0,-74.33333333333333,3464,2908,54
334,CO: Magdalena,10.0,-74.5,6536,14450,162
335,CO: CÃ©sar,9.333333333333334,-73.5,3833,3035,45
336,CO: Antioquia,7.0,-75.5,22632,23648,12
337,CO: Huila,2.5,-75.58333333333333,16645,4578,19
338,CO: Risaralda,5.0,-76.0,7153,6768,38
339,CO: Tolima,4.0,-75.25,2015,782,66
340,CO: Caldas,5.266666666666667,-75.33333333333333,2416,1748,45
341,CO: Santander,6.833333333333333,-73.41666666666667,3694,1046,30
342,CO: Meta,3.5,-73.0,1858,1918,10
343,CO: BoyacÃ¡,5.666666666666667,-73.0,3750,3232,31
344,CO: Cundinamarca,5.0,-74.16666666666667,12779,3541,747
345,CO: Norte de Santander,7.893888888888887,-72.50777777777778,26258,5176,46
346,CO: Valle del cauca,3.4372222222222226,-76.5225,37128,6686,21
347,CO: Cauca,2.5,-76.83333333333333,3701,2023,28
348,CO: NariÃ±o,1.5,-78.0,4926,4089,91
349,CO: Amazonas,-1.1666666666666667,-71.5,1745,2132,40
350,CR: San JosÃ©-San JosÃ©,9.933333333333334,-84.08333333333333,19318,4389,14
351,CR: San JosÃ©-EscazÃº,9.91861111111111,-84.13972222222223,40763,5804,11
352,CR: San JosÃ©-Desamparados,9.855277777777777,-84.0411111111111,38192,3565,12
353,CR: San JosÃ©-AserrÃ­,9.866666666666667,-84.1,30071,2979,12
354,CR: San JosÃ©-Goicoechea,9.948333333333334,-84.06361111111111,34645,5227,11
355,CR: San JosÃ©-Santa Ana,9.924722222222222,-84.19388888888889,43630,4934,14
356,CR: San JosÃ©-Alajuelita,9.887222222222222,-84.11138888888888,28521,4041,12
357,CR: San JosÃ©-VÃ¡squez de Coronado,0.0,0.0,29513,31213,23
358,CR: San JosÃ©-TibÃ¡s,9.966666666666667,-84.08333333333333,41946,3831,13
359,CR: San JosÃ©-Moravia,9.961944444444443,-84.04916666666666,41567,7325,13
360,CR: San JosÃ©-Montes de Oca,9.939444444444444,-84.03,45530,7208,10
361,CR: San JosÃ©-Curridabat,9.91388888888889,-84.03583333333333,45277,5923,10
362,CR: Alajuela-Central,10.016111111111112,-84.21138888888889,40116,6488,12
363,CR: Alajuela-Grecia,10.068888888888889,-84.31444444444445,20706,6881,25
364,CR: Alajuela-PoÃ¡s,10.083333333333334,-84.23333333333333,85331,11432,5
365,CR: Cartago-Central,9.864444444444445,-83.91944444444445,33509,7432,17
366,CR: Cartago-ParaÃ­so,9.838333333333335,-83.86638888888888,30655,7613,9
367,CR: Cartago-La UniÃ³n,9.916666666666666,-83.98333333333333,38622,5541,9
368,CR: Cartago-Oreamuno,9.982222222222223,-83.84944444444444,4019,1662,4
369,CR: Cartago-El Guarco,9.739166666666666,-83.92722222222223,3742,7760,20
370,CR: Heredia-Central,9.993611111111111,-84.12722222222222,46566,17412,7
371,CR: Heredia-Barva,10.066666666666666,-84.10833333333333,19353,2049,10
372,CR: Heredia-Santo Domingo,9.983333333333333,-84.06833333333333,37827,6230,12
373,CR: Heredia-Santa BÃ¡rbara,10.083333333333334,-84.15,19651,4972,10
374,CR: Heredia-San Rafael,10.046388888888888,-84.07527777777777,36183,9097,6
375,CR: Heredia-BelÃ©n,9.983333333333333,-84.16666666666667,57875,13022,7
376,CR: Heredia-San Pablo,9.996666666666666,-84.09333333333333,46231,6679,10
377,CR: San JosÃ©-TarrazÃº,9.659444444444444,-84.0213888888889,2988,1002,10
378,CR: San JosÃ©-Acosta,9.74472222222222,-84.23583333333333,839,305,61
379,CR: San JosÃ©-PÃ©rez ZeledÃ³n,9.474444444444444,-83.50833333333334,36579,27535,15
380,CR: Alajuela-San RamÃ³n,10.087777777777779,-84.47,35576,8663,11
381,CR: Alajuela-Naranjo,10.107777777777777,-84.39277777777778,34028,10940,5
382,CR: Alajuela-Palmares,10.040277777777778,-84.43666666666667,33663,6724,10
383,CR: Alajuela-Orotina,9.884722222222221,-84.5786111111111,19390,2076,11
384,CR: Alajuela-San Carlos,10.586388888888889,-84.40194444444445,38060,47348,5
385,CR: Alajuela-Zarcero,10.20861111111111,-84.40861111111111,14837,1900,28
386,CR: Alajuela-Upala,10.891944444444444,-85.01611111111112,28865,6022,10
387,CR: Alajuela-Los Chiles,11.035277777777777,-84.70583333333333,2370,487,14
388,CR: Cartago-Turrialba,10.023055555555556,-83.76388888888889,16399,11841,9
389,CR: Heredia-SarapiquÃ­,10.5,-84.0,42381,20724,13
390,CR: Guanacaste-Liberia,10.635,-85.4375,26432,5537,20
391,CR: Guanacaste-Nicoya,10.150277777777777,-85.45083333333334,18405,2818,35
392,CR: Guanacaste-Santa Cruz,10.260277777777778,-85.585,25077,5268,13
393,CR: Guanacaste-Bagaces,10.508055555555556,-85.26194444444444,12373,2600,15
394,CR: Guanacaste-Carrillo,10.414722222222222,-85.5886111111111,28842,3142,14
395,CR: Guanacaste-Abangares,10.2425,-84.99055555555556,772,275,21
396,CR: Guanacaste-Nandayure,9.896388888888888,-85.31138888888889,5910,2638,29
397,CR: Puntarenas-Central,9.976666666666667,-84.83777777777777,26015,11245,11
398,CR: Puntarenas-Buenos Aires,9.1025,-83.25527777777778,614,473,12
399,CR: Puntarenas-Montes de Oro,10.108333333333333,-84.74138888888889,28889,5138,19
400,CR: Puntarenas-Aguirre,9.431666666666667,-84.1613888888889,30912,6308,14
401,CR: Puntarenas-Golfito,8.65388888888889,-83.18194444444445,19387,2806,16
402,CR: Puntarenas-Coto Brus,8.885277777777777,-82.94111111111111,44017,11828,5
403,CR: Puntarenas-Corredores,8.532222222222224,-82.91861111111112,2020,2147,58
404,CR: Puntarenas-Garabito,9.61888888888889,-84.61999999999999,27471,7387,11
405,CR: LimÃ³n-Central,9.990555555555554,-83.03583333333333,33808,4251,16
406,CR: LimÃ³n-PococÃ­,10.5,-83.63333333333334,2069,267,18
407,CR: LimÃ³n-Siquirres,10.135833333333332,-83.4825,19313,10910,32
408,CR: LimÃ³n-Talamanca,9.483888888888888,-83.48861111111111,36579,27535,15
409,CR: LimÃ³n-Matina,10.013333333333334,-83.26416666666667,18943,133,6
410,CL: Arica y Parinacota-Arica,-18.474444444444444,-70.29777777777778,223899,152541,13
411,CL: TarapacÃ¡-Iquique,-20.213055555555556,-70.15027777777779,158279,104617,17
412,CL: TarapacÃ¡-Alto Hospicio,-20.26861111111111,-70.10472222222222,48491,6316,37
413,CL: Antofagasta-Calama,-22.456666666666667,-68.92361111111111,122188,12279,35
414,CL: Antofagasta-Antofagasta,-23.65222222222222,-70.39527777777778,182478,94162,22
415,CL: Atacama-CopiapÃ³,-27.366666666666667,-70.33138888888888,131146,74551,20
416,CL: Atacama-Vallenar,-28.59638888888889,-70.75583333333333,141409,116122,8
417,CL: Coquimbo-La Serena,-29.904444444444444,-71.24888888888889,85935,47822,19
418,CL: Coquimbo-El Tambo,-31.784166666666668,-71.01888888888888,31759,31927,6
419,CL: Coquimbo-Coquimbo,-30.75,-71.0,12848,5975,15
420,CL: Coquimbo-Ovalle,-30.600833333333334,-71.19888888888889,123873,131840,7
421,CL: ValparaÃ­so-QuilpuÃ©,-33.0475,-71.44250000000001,149482,59716,11
422,CL: ValparaÃ­so-Hijuelas,-32.79805555555556,-71.14611111111111,3181,456,52
423,CL: ValparaÃ­so-Villa Alemana,-33.04805555555556,-71.37277777777777,99462,23311,15
424,CL: ValparaÃ­so-Olmue,-32.996944444444445,-71.1713888888889,7662,1036,151
425,CL: ValparaÃ­so-Concon,-32.92194444444444,-71.51611111111112,178368,68632,10
426,CL: ValparaÃ­so-ViÃ±a Del Mar,-33.02444444444444,-71.55166666666666,131394,16304,18
427,CL: ValparaÃ­so-ValparaÃ­so,-33.03583333333333,-71.62944444444443,131898,93999,6
428,CL: Libertador Bernardo OÂ´Higgins-Colchagua-Placilla,-34.619166666666665,-71.08611111111111,1620,828,33
429,CL: ValparaÃ­so-Quillota,-32.88333333333333,-71.24861111111112,99184,29559,14
430,CL: ValparaÃ­so-San Felipe,-32.749722222222225,-70.72583333333334,78108,6385,15
431,CL: ValparaÃ­so-Rinconada,-32.666666666666664,-70.66666666666667,9307,1846,106
432,CL: ValparaÃ­so-Santa Adela,0.0,0.0,29513,31213,23
433,CL: ValparaÃ­so-Los Andes,-32.83361111111111,-70.59805555555555,129907,76026,14
434,CL: ValparaÃ­so-San Antonio,-33.594722222222224,-71.60722222222222,102118,7976,16
435,CL: Metropolitana-Barnechea,-33.36055555555556,-70.51222222222222,148648,78162,8
436,CL: Metropolitana-Vitacura,-33.39222222222222,-70.5825,124690,68064,8
437,CL: Metropolitana-Las Condes,-33.41611111111111,-70.56388888888888,192990,78347,9
438,CL: Metropolitana-La Reina,-33.44138888888889,-70.54416666666667,156100,75994,8
439,CL: Metropolitana-Providencia,-33.43083333333333,-70.60444444444444,152776,65270,10
440,CL: Metropolitana-ÃuÃ±oa,-33.447222222222216,-70.58277777777778,181207,69535,8
441,CL: Metropolitana-PeÃ±alolen,-33.468333333333334,-70.53388888888888,136253,101726,25
442,CL: Metropolitana-Macul,-33.49,-70.60083333333333,186384,159253,8
443,CL: Metropolitana-Santiago,-33.456944444444446,-70.64805555555556,163974,98213,7
444,CL: Metropolitana-Quilicura,-33.367777777777775,-70.71361111111112,116049,71707,10
445,CL: Metropolitana-Huechuraba,-33.36027777777778,-70.63722222222223,177815,175679,10
446,CL: Metropolitana-Conchali,-33.378055555555555,-70.67444444444445,156289,113550,7
447,CL: Metropolitana-Recoleta,-33.406388888888884,-70.63944444444445,177726,118283,8
448,CL: Metropolitana-Independencia,-33.41166666666666,-70.66638888888889,149671,91465,7
449,CL: Metropolitana-Renca,-33.401666666666664,-70.70611111111111,121828,87433,10
450,CL: Metropolitana-Quinta Normal,-33.44166666666666,-70.67888888888889,9041,15571,2
451,CL: Metropolitana-Pudahuel,-33.39277777777778,-70.78555555555555,12884,11581,6
452,CL: Metropolitana-Cerro  Navia,-33.42388888888889,-70.72083333333333,149011,160070,9
453,CL: Metropolitana-Lo Prado,-33.44416666666666,-70.72527777777778,105156,32445,11
454,CL: Metropolitana-EstaciÃ³n Central,-33.464444444444446,-70.69833333333334,168181,102142,10
455,CL: Metropolitana-Maipu,-33.51416666666667,-70.765,127375,76861,8
456,CL: Metropolitana-San Miguel,-33.49888888888889,-70.65166666666667,193178,109065,6
457,CL: Metropolitana-Pedro Aguirre Cerda,-33.49166666666667,-70.67611111111111,96856,65924,8
458,CL: Metropolitana-Cerrillos,-33.49277777777778,-70.69722222222222,137718,73921,20
459,CL: Metropolitana-Lo Espejo,-33.520833333333336,-70.69,130248,93064,8
460,CL: Metropolitana-San Joaquin,-33.5,-70.61666666666666,161666,115933,6
461,CL: Metropolitana-La Cisterna,-33.55,-70.68333333333334,217006,150534,8
462,CL: Metropolitana-El Bosque,-33.56083333333333,-70.6875,67122,16753,15
463,CL: Metropolitana-San RamÃ³n,-33.45,-70.5,170859,78627,4
464,CL: Metropolitana-La Granja,-33.53527777777778,-70.62222222222222,100904,111568,18
465,CL: Metropolitana-La Pintana,-33.58305555555556,-70.63416666666667,85832,82217,9
466,CL: Metropolitana-La Florida,-33.538333333333334,-70.55444444444444,174199,61336,8
467,CL: Metropolitana-San Bernardo,-33.591944444444444,-70.69944444444445,113491,34850,19
468,CL: Metropolitana-Puente Alto,-33.611666666666665,-70.57555555555555,94047,11649,10
469,CL: Metropolitana-Talagante-Padre Hurtado,-33.568333333333335,-70.80583333333333,87368,48303,13
470,CL: Metropolitana-Valdivia de Paine,-33.808055555555555,-70.85777777777777,116982,94257,4
471,CL: Metropolitana-Bajos de San AgustÃ­n,0.0,0.0,29513,31213,23
472,CL: Metropolitana-BuÃ­n,-33.7325,-70.74277777777777,110188,85601,12
473,CL: Metropolitana-Hospital,-33.86805555555556,-70.74555555555555,38483,23122,2
474,CL: Metropolitana-PeÃ±aflor,-33.60611111111111,-70.87638888888888,137151,86915,11
475,CL: Metropolitana-Colonia Alemana,0.0,0.0,29513,31213,23
476,CL: Metropolitana-Villa las Mercedes,0.0,0.0,29513,31213,23
477,CL: Metropolitana-CuracavÃ­,-33.3975,-71.12694444444443,82596,16253,11
478,CL: Metropolitana-Paico Alto,0.0,0.0,29513,31213,23
479,CL: Metropolitana-Talagante,-33.66361111111111,-70.92722222222223,69174,40575,9
480,CL: Metropolitana-Melipilla,-33.68888888888888,-71.21527777777779,123371,76454,8
481,CL: Libertador Bernardo OÂ´Higgins-Rancagua,-34.170833333333334,-70.74444444444444,141664,75646,26
482,CL: Libertador Bernardo OÂ´Higgins-La Yanina,0.0,0.0,29513,31213,23
483,CL: Libertador Bernardo OÂ´Higgins-PelequÃ©n,-34.46416666666667,-70.89444444444445,8238,10156,35
484,CL: Libertador Bernardo OÂ´Higgins-Coinco,-34.266666666666666,-70.94833333333334,2290,7206,48
485,CL: Libertador Bernardo OÂ´Higgins-San Fernando,-34.56638888888889,-70.96861111111112,22933,11263,14
486,CL: Libertador Bernardo OÂ´Higgins-Olivar,-34.20944444444445,-70.81944444444444,7196,429,36
487,CL: Libertador Bernardo OÂ´Higgins-Colchagua-Peralillo,-34.448611111111106,-71.38583333333334,10804,17062,32
488,CL: Maule-CuricÃ³,-34.98277777777778,-71.23916666666666,150374,46920,14
489,CL: Maule-Parral,-36.143055555555556,-71.82583333333334,106492,107190,39
490,CL: Maule-La Huerta,-35.66138888888889,-71.94361111111111,6515,8781,18
491,CL: Maule-Linares,-35.84666666666667,-71.59305555555555,150043,82265,10
492,CL: Maule-El Colorado,-35.63583333333333,-71.23194444444445,9354,1350,24
493,CL: Maule-Talca,-35.42638888888889,-71.65527777777778,104759,48795,24
494,CL: Maule-Molina,-35.11416666666667,-71.28222222222222,54981,52304,16
495,CL: Maule-Villa Los Niches,0.0,0.0,29513,31213,23
496,CL: BÃ­o BÃ­o-ChillÃ¡n,-36.828611111111115,-71.40972222222223,1499,2045,17
497,CL: BÃ­o BÃ­o-Florida-Copiulemu,-36.92472222222222,-72.68222222222222,12160,13201,7
498,CL: BÃ­o BÃ­o-Talcahuano,-36.724722222222226,-73.11666666666666,175567,10773,49
499,CL: BÃ­o BÃ­o-Chiguayante,-36.925555555555555,-73.02833333333334,79216,51286,28
500,CL: BÃ­o BÃ­o-ConcepciÃ³n-Hualpen,-36.788888888888884,-73.10138888888888,77741,18522,19
501,CL: BÃ­o BÃ­o-ConcepciÃ³n,-36.82694444444445,-73.04972222222221,162758,126646,11
502,CL: BÃ­o BÃ­o-Contulmo,-38.052499999999995,-73.21222222222222,9237,10036,18
503,CL: BÃ­o BÃ­o-Coronel,-37.03361111111111,-73.14,50443,48798,19
504,CL: BÃ­o BÃ­o-Lota,-37.08972222222222,-73.1575,110886,116161,6
505,CL: BÃ­o BÃ­o-San Pedro De La Paz,-36.83888888888889,-73.10027777777778,124797,83077,13
506,CL: BÃ­o BÃ­o-El Carmen,-36.29111111111111,-72.03694444444444,15857,26898,14
507,CL: BÃ­o BÃ­o-Yumbel,-37.09805555555556,-72.56083333333333,220083,209147,3
508,CL: BÃ­o BÃ­o-Punta de Parra,-36.67305555555555,-72.96333333333334,259191,210308,9
509,CL: BÃ­o BÃ­o-Penco,-36.74055555555556,-72.99527777777777,124092,110404,12
510,CL: BÃ­o BÃ­o-Talcamavida,-37.16111111111111,-72.9075,100073,130214,7
511,CL: BÃ­o BÃ­o-TomÃ©,-36.6175,-72.95583333333333,91347,76987,19
512,CL: BÃ­o BÃ­o-Hualqui,-36.972500000000004,-72.93555555555555,28464,1339,55
513,CL: BÃ­o BÃ­o-Los Ãngeles,-37.469722222222224,-72.3536111111111,93592,50204,15
514,CL: La AraucanÃ­a-Freire,-38.92527777777777,-72.65083333333334,20550,4964,23
515,CL: La AraucanÃ­a-Metrenco,-38.021388888888886,-72.85833333333333,247681,266589,6
516,CL: La AraucanÃ­a-Temuco,-38.739444444444445,-72.59833333333333,102298,59970,40
517,CL: La AraucanÃ­a-Padre de las Casas,-38.766666666666666,-72.63694444444445,155523,94126,11
518,CL: La AraucanÃ­a-CajÃ³n,-38.2175,-71.4113888888889,48980,49882,12
519,CL: La AraucanÃ­a-Labranza,-38.765,-72.75277777777778,20044,17222,14
520,CL: La AraucanÃ­a-Quepe,-38.6475,-71.86694444444444,1904,1128,761
521,CL: La AraucanÃ­a-Angol,-37.794444444444444,-72.68722222222223,149552,101900,11
522,CL: La AraucanÃ­a-Pillanlelbun,-38.635555555555555,-72.45361111111112,39261,37359,40
523,CL: Los RÃ­os-San Javier,-39.766666666666666,-72.98805555555556,4545,2636,44
524,CL: Los RÃ­os-Valdivia-Niebla,-39.865833333333335,-73.39527777777778,4622,2917,23
525,CL: Los RÃ­os-Valdivia,-39.814166666666665,-73.24583333333334,100358,46017,37
526,CL: Los Lagos-RÃ­o Negro,-40.796388888888885,-73.21527777777779,23484,29923,3
527,CL: Maule-ConstituciÃ³n-Los Pellines,-35.49944444444444,-72.51444444444445,6484,3347,687
528,CL: Los Lagos-Osorno,-40.573888888888895,-73.13333333333334,100170,46874,10
529,CL: Los Lagos-Tegualda,-41.038333333333334,-73.40861111111111,5642,6781,29
530,CL: Los Lagos-Huelmo,-42.63138888888889,-73.35722222222222,34693,55702,12
531,CL: Los Lagos-Puerto Varas,-41.31944444444445,-72.98527777777778,78782,14539,26
532,CL: Los Lagos-Alerce,-41.39694444444444,-72.91472222222222,6474,2822,39
533,CL: Los Lagos-Puerto Montt,-41.469166666666666,-72.94222222222223,98938,24567,19
534,CL: AysÃ©n del General Carlos IbÃ¡Ã±ez del Campo-Coihaique,-45.575,-72.06611111111111,60832,47032,13
535,CL: Magallanes y la AntÃ¡rtida Chilena-Punta Arenas,-53.15472222222222,-70.91111111111111,243126,179692,3
536,EC: El Oro-Huaquillas,-3.475,-80.23083333333334,10482,11270,18
537,EC: El Oro-Machala,-3.258611111111111,-79.96027777777778,21568,11186,28
538,EC: Azuay-PACCHA,-2.8986111111111112,-78.92916666666667,15712,15486,33
539,EC: El Oro-Pasaje,-3.3255555555555554,-79.80694444444444,17105,16135,13
540,EC: El Oro-Santa Rosa,-3.448611111111112,-79.95944444444444,15384,14453,24
541,EC: Esmeraldas-Atacames,0.7919444444444445,-79.85638888888889,2056,3478,53
542,EC: Esmeraldas-MUISNE,0.611111111111111,-80.01861111111111,3225,389,38
543,EC: Esmeraldas-Rosa ZÃ¡rate,0.3277777777777778,-79.4738888888889,18075,18118,23
544,EC: Guayas-ALFREDO BAQUERIZO MORENO,-1.9166666666666665,-79.51666666666667,1960,1478,85
545,EC: Guayas-Balzar,-1.365,-79.90472222222223,14364,15449,9
546,EC: Guayas-Colimes,-1.5452777777777778,-80.01138888888889,8445,11577,6
547,EC: Guayas-Daule,-1.8608333333333333,-79.9775,20431,19521,20
548,EC: Guayas-Eloy Alfaro,-2.1755555555555555,-79.85499999999999,26066,21561,8
549,EC: Guayas-Guayaquil,-2.196111111111111,-79.88611111111112,24787,14583,10
550,EC: Guayas-Milagro,-2.133888888888889,-79.59388888888888,24906,28839,6
551,EC: Guayas-Naranjal,-2.673611111111111,-79.61805555555554,22053,24874,9
552,EC: Guayas-Naranjito,-2.1666666666666665,-79.46527777777779,24537,24157,15
553,EC: Guayas-SamborondÃ³n,-1.9625,-79.7238888888889,15143,16122,7
554,EC: Los RÃ­os-Baba,-1.7833333333333332,-79.66666666666667,25532,29144,8
555,EC: Los RÃ­os-Babahoyo,-1.8019444444444446,-79.53416666666666,18565,17346,9
556,EC: Los RÃ­os-CATARAMA,-1.575,-79.45972222222223,3975,4451,18
557,EC: Los RÃ­os-Puebloviejo,-1.55,-79.53333333333333,5660,4977,39
558,EC: Los RÃ­os-Quevedo,-1.0286111111111111,-79.46333333333334,26665,25246,12
559,EC: Los RÃ­os-QUINSALOMA,-1.2072222222222222,-79.31083333333333,46,928,181
560,EC: Los RÃ­os-SAN JACINTO DE BUENA FE,-0.8930555555555555,-79.4888888888889,18260,13561,8
561,EC: Los RÃ­os-VALENCIA,-0.7116666666666667,-79.37722222222222,613,75,36
562,EC: Los RÃ­os-Ventanas,-1.4413888888888888,-79.45916666666668,21641,24176,12
563,EC: ManabÃ­-BahÃ­a de CarÃ¡quez,-0.597777777777778,-80.42361111111111,10410,8356,105
564,EC: ManabÃ­-Calceta,-0.8455555555555556,-80.16388888888889,21018,20017,17
565,EC: ManabÃ­-Chone,-0.6980555555555555,-80.0936111111111,20824,20212,14
566,EC: ManabÃ­-El Carmen,-0.40833333333333344,-79.5786111111111,7508,4020,50
567,EC: ManabÃ­-Jipijapa,-1.348611111111111,-80.5786111111111,15073,15440,8
568,EC: ManabÃ­-Manta,-0.9619444444444443,-80.7125,25549,17915,17
569,EC: ManabÃ­-Montecristi,-1.0455555555555556,-80.6588888888889,27841,27137,14
570,EC: ManabÃ­-Pajan,-1.55,-80.43333333333334,3494,5096,12
571,EC: ManabÃ­-Pedernales,0.06999999999999999,-80.05333333333333,27409,27413,19
572,EC: ManabÃ­-Portoviejo,-1.0544444444444445,-80.45444444444445,22937,24205,16
573,EC: ManabÃ­-PUERTO LOPEZ,-1.5572222222222223,-80.7475,1868,894,13
574,EC: Santa Elena-Salinas,-2.2144444444444447,-80.95138888888889,24370,24597,31
575,EC: Santa Elena-Santa Elena,-2.0833333333333335,-80.58333333333333,75795,49653,5
576,EC: SANTO DOMINGO DE LOS COLORADOS,-0.25305555555555553,-79.17527777777778,20328,19787,14
577,EC: Morona Santiago-Palora,-1.7,-77.93333333333334,2789,515,57
578,EC: Orellana-PUERTO FRANCISCO DE ORELLANA,-0.4663888888888889,-76.98694444444445,26052,25130,13
579,EC: Orellana-Loreto,-0.6947222222222224,-77.3025,4768,460,49
580,EC: SucumbÃ­os-Nueva Loja,0.08583333333333332,-76.89527777777778,9720,10540,15
581,EC: SucumbÃ­os-Shushufindi,-0.31055555555555553,-76.41638888888889,2392,12648,25
582,EC: SucumbÃ­os-LUMBAQUI,0.0077777777777777776,-77.32138888888889,14264,9694,17
583,EC: Azuay-Cuenca,-2.9002777777777777,-79.00444444444445,20599,16550,24
584,EC: Azuay-Gualaceo,-2.8925,-78.77805555555555,18619,18876,38
585,EC: BolÃ­var-Guaranda,-1.5925000000000002,-79.00083333333333,26662,20524,16
586,EC: Chimborazo-Riobamba,-1.6708333333333332,-78.64694444444446,27835,28926,19
587,EC: Chimborazo-Alausi,-2.2030555555555558,-78.84694444444445,22073,23444,20
588,EC: Chimborazo-Guamote,-1.9333333333333333,-78.71666666666667,8297,8292,23
589,EC: Chimborazo-PENIPE,-1.5622222222222222,-78.44805555555556,668,3686,42
590,EC: Cotopaxi-Latacunga,-0.935,-78.61527777777778,25343,25796,24
591,EC: Cotopaxi-Saquisili,-0.828611111111111,-78.72555555555556,1026,626,148
592,EC: Cotopaxi-Pujili,-0.9574999999999999,-78.69611111111111,15172,14768,23
593,EC: Imbabura-Ibarra,0.3516666666666666,-78.12222222222222,19114,10004,12
594,EC: Loja-Loja,-3.993055555555556,-79.20416666666667,18184,13927,17
595,EC: Loja-Saraguro,-3.65,-79.25,526,2460,80
596,EC: Pichincha-Cayambe,0.04083333333333333,-78.14500000000001,15669,13929,13
597,EC: Pichincha-Quito,-0.22972222222222222,-78.52472222222222,27745,19730,13
598,EC: Pichincha-Sangolqui,-0.33388888888888885,-78.45194444444445,28312,29873,6
599,EC: Tungurahua-Ambato,-1.248888888888889,-78.61666666666666,21436,14518,17
600,EC: Tungurahua-Santiago de Pillaro,0.0,0.0,29513,31213,23
601,SV: La Libertad-Antiguo CuscatlÃ¡n,13.667499999999999,-89.2461111111111,36228,9200,14
602,SV: La Libertad-Nueva San Salvador,13.676944444444445,-89.27972222222222,24284,7715,34
603,SV: San Salvador-Apopa,13.807222222222222,-89.17916666666667,5048,1598,40
604,SV: San Salvador-Cuscatancingo,13.774722222222223,-89.17861111111111,8581,2199,43
605,SV: San Salvador-Mejicanos,13.723888888888888,-89.18777777777778,14503,3808,41
606,SV: San Salvador-San Marcos,13.660833333333334,-89.1825,12232,3617,39
607,SV: San Salvador-San MartÃ­n,13.743333333333332,-89.06333333333333,8140,3201,69
608,SV: San Salvador-San Salvador,13.689166666666667,-89.18694444444445,15719,3895,29
609,SV: San Salvador-Soyapango,13.709999999999999,-89.13972222222223,16708,4058,34
610,SV: San Salvador-Tonacatepeque,13.916666666666666,-89.2,10887,4570,48
611,SV: San Salvador-Delgado,13.721666666666668,-89.16861111111112,17221,4188,29
612,SV: AhuachapÃ¡n-AhuachapÃ¡n,13.866666666666667,-89.91666666666667,3110,412,115
613,SV: AhuachapÃ¡n-El Refugio,13.983333333333333,-89.70805555555556,13973,4771,14
614,SV: Santa Ana-Chalchuapa,14.033333333333333,-89.66666666666667,4764,494,55
615,SV: Santa Ana-Santa Ana,13.994166666666667,-89.55972222222222,16963,4528,17
